full_text,Label
"@zy_zy_its_me Mungkin otakmu yg kurang cerdas menyikapi pertanyaan Anies, debat itu utk orang2 cerdas karena memerlukan kecerdasan utk menjawab, tidak menggunakan perasaan. Jika saya di tim nomor 2 saya malu melihat capres jagoan saya bersikap spt prabowo.",NEGATIF
Prabowo tidak hanya memahami geopolitik tetapi juga mampu menerapkannya dengan bijaksana menciptakan kondisi yang mendukung kesejahteraan rakyat Indonesia. #02UntukGeopolitikNegeri PrestasiPrabowo DiMataDunia https://t.co/rIaOgHUamD,POSITIF
@KompasTV pak prabowo pemimpin sejati emang top banget,POSITIF
@Uki23 @anselmoes @psi_id Hasil survey prabowo gibran tinggi gak percaya abal2 bayaran. Tp survey PSI rendah percaya dan unt nyerang Sebenarnya percaya survey gak Apa percaya klo jagoannya menang. Gak percaya krn jeblok.,NEGATIF
  garda terdepan yang penuh semangat siap memberikan dukungan penuh untuk Prabowo sebagai pemimpin yang berkomitmen pada kesejahteraan rakyat! #02UntukPersatuan Dukungan  UntukPrabowo https://t.co/1l1SXjWErH,POSITIF
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Pelanggar HAM naik jadi presiden lalu bicara HAM? Engga banget,NEGATIF
@tribunnews BUMN hanya buat bancakan Rezim Jokowi utang menumpuk Gibran sok mau beresin BUMN yg di acak-acak oleh bapaknya Kalau Prabowo-Gibran menang Posisi Jokowi aman kalau kalah Rezim Jokowi banyak yg dipenjara buktikan,NEGATIF
@vanc1Bozz Wo @prabowo apa gak malu mengunakan pasilitas negara untuk kampanye dengan berdalih kunker? jangan kau anggap rakyat buta dan tidak tahu rakyat sudah cerdas!,NEGATIF
@GibranRakabumi Pak Prabowo pasti menang 1 putaran. Semakin dipojokan semakin melambung tinggi. Dua capres muda gada hormatnya sama sekali sama orang yang lebih tua. Ingat tidak ada manusia yang sempurna. God bless you pak.,NEGATIF
paslon 2 ingin menyiapkan generasi-generasi emas yang sehat dan pintar dengan visi misi dukung terus untuk prabowo-gibran #GerakBarisanRFG https://t.co/Dd1MovaCsQ,POSITIF
@blantik_pedhet1 @bapakbagus4 @harisnurtono Wingi jaremu Prabowo menang sak puteran Saiki manut 2 puteran... mencla mencle koyo manuk Ra di sempaki,POSITIF
@AnwaDroid @jovanltconsina @prabowo @Gerindra Jauh lebih malu kalau masih tetap dukung seorang pengkhianat yg bawa2 nama Ibunda nya.. Eeaa.. Mau di joged in enggak nih? Masa gitu aja di tanyakan terus,POSITIF
@Fahrihamzah Syarat jdi pendukung Prabowo harus goblok 2,NEGATIF
"Tidak diperkirakan, mereka meramalkan Indonesia hancur.  #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto",NEGATIF
@pro_gibran_ Bentul pak rakyat sudah pintar jika prabowo gibran yang akan menang dalam satu putaran.,POSITIF
@tvOneNews prabowo   terbaik,POSITIF
@Uki23 Prabowo Gibran menang mutlak,POSITIF
@Metro_TV Anak muda al in prabowo gibran menang satu putaran,POSITIF
@tribunnews Tpi trbukti bhwa pak prabowo selama menjabat sbg gubernur berusaha mendistribusikan pupuk dg baik dan ya bahkan mendapat penghargaan bahwa Jateng terbaik dlm pengelolaan pupuk bersubsidi.,POSITIF
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Minimal bukan ex pelanggar HAM,NEGATIF
Prestasi Prabowo adalah cermin kebijakan yang mengutamakan kesejahteraan rakyat Indonesia. #02UntukGeopolitikNegeri PrestasiPrabowo DiMataDunia https://t.co/ibrEe3jBOa,POSITIF
Refleksi mendalam: Prabowo menyusun agenda luar negeri yang selalu berpihak pada kesejahteraan rakyat. #02UntukGeopolitikNegeri PrestasiPrabowo DiMataDunia https://t.co/y9GKb5SpGl,POSITIF
Aparat Desa Dukung Prabowo-Gibran Dianggap Wujud Demokrasi Tanpa Etika  Klik untuk baca: https://t.co/UQ4v43Etty  Kompascom+ baca berita tanpa iklan: https://t.co/sPGsn9duyd Download aplikasi: https://t.co/bhFxrxdVg0 https://t.co/UQ4v43Etty,NEGATIF
@Perju4ng4n @prabowo @prabowogibran02 @mediaindonesia @VICE @MataNajwa @karniilyas Pak prabowo pasti menang satu putaran karna pak nprabowo pemimppin yg paling cocok untuk indonesia Pilpres Sekali Putaran #DukungGSP,POSITIF
@Muhamma77809016 @rudisarupa @TeddGus @ganjarpranowo @mohmahfudmd Sebagian kecil bagian yang besarnya tetap dukung Prabowo. Makanya survey Prabowo tetap tinggi. Karena sebagian besar pending Prabowo+Jokowi tetap loyal.,POSITIF
@Resty_J_Cayah @prabowo Aduh udah keringat dingin gitu aku takut pingsan deh mana udah tua juga,NEGATIF
"Kalah di Pilpres Dua Kali, Prabowo: Saya Tidak Pernah Membenci Jokowi https://t.co/51yxVXoNdF #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto",NEGATIF
@Gerindra @prabowo Pak Prabowo pemimpin yang sangat peduli dengan masyarakat nya,POSITIF
"@kiki_daliyo Dari awal tidak ada kegemoyan yang aku lihat, keras san emosian dari dulu itu sikap nih orang kok Prabowo bukan Jokowi",NEGATIF
komitmen dan program pak Prabowo tidak diragukan lagi . Kami siap dukung   for presiden 2024 Pasti Menang Seputaran ️ https://t.co/jYZls6G4pI,POSITIF
"@xquitavee @jokowi Gw kasian sma kalian jd kaum pembenci sma seperti pengikut Prabowo di setiap pemilu, coba bersihkan hati kalian dan selalu beristighfar. Jauhkan penyakit hati gak ada baiknya,  angkuh, iri, dengki, sombong.",POSITIF
@idtodayco Pak Prabowo org cerdas 2024 -2029 Pak Prabowo Presiden RI,POSITIF
"@Resty_J_Cayah @Dahnilanzar @prabowo sumpah ini jahat banget komplotan yg provokasi prabowo utk maju lagi. prabowo dg naifnya percaya dg gerombolan itu, menuruti semua kemauan mrk, tmsk permintaan utk mengkianati org2 yg dulu memilihnya.  menjelang maghrib, prabowo baru disokong. itu pun dititipi bocil dongo. tega.",NEGATIF
@kiki_daliyo Yaelah menurut gua sih si GEMOY ini sikap nya tetep ajah seperti yg dikenal dulu   ngeriii  sipat nya tetap ajah keras.  Prabowo bukan Jokowi,NEGATIF
@pro_gibran_ Kami rakyat Indonesia siap menangkan Prabowo-Gibran menang satu putaran,NEGATIF
@ekokuntadhi1 Prabowo dan Jokowi sekali tiga uang menambah utang luar negeri sampai 385 T,NEGATIF
@liputan6dotcom Semakin yakin pak Prabowo bisa menjadi RI1 dukung terus Prabowo - Gibran,POSITIF
@ilhamram_dani Prabowo vibes Jabar pede dukung terus. #JabarForPrabowo JawaBarat DukungPrabowo,POSITIF
@jokowi Prabowo gibran sama2 cacat etika. Kok ga malu Demokrat dan sby mengusung mereka??,NEGATIF
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Narasi sampah pelanggar ham aktivis diculik hingga menghilang,NEGATIF
@FNurlidar94 Prabowo - Gibran Paslon Nomor Urut 2 dianggap memiliki komitmen terbaik terhadap kesejahteraan rakyat kecil. dekade08,POSITIF
  semangat yang mengilhami. Bersama Prabowo kami adalah bagian dari perubahan positif untuk Indonesia #02UntukPersatuan Dukungan  UntukPrabowo https://t.co/I3L1MBglWM,POSITIF
@PartaiSocmed prabowo-gibran terdepan,POSITIF
@syalalaela @prabowo @Gerindra Pak Prabowo sudah mulai bergerak untuk kemajuan bangsa #PrabowoGemoy Pilpres Riang Gembira,NEGATIF
"@VIVAcoid pengamatnya yg goblok.  Dia emosi kok luwes.  Percuma dukung prabowo, klean juga bakal dilupain..wkwkwkk..",NEGATIF
@Ndons_Back @prabowo @99propaganda @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @bengkeldodo @are_inismyname @Royan_02 @Bank_Joee_ @BANGSAygSUJUD Najis otak mana otak......paling sujud syukur lagi yg ke 3 kali tapi nggak jadi pleciden.....,NEGATIF
"@LOVE_UM4M4 @prabowo @gibran_tweet iyaya jahat,  saking jahatnya hakim MK mkm kmk bisa diatur-atur",NEGATIF
@VIVAcoid Kalo niatnya hanya ingin mempermalukan ya kurang elok sih. Politik luar negri juga penting lho. Tapi gpp pak dgn jiwa besar anda saya tetap dukung anda pak. PRABOWO-GIBRAN ️,POSITIF
"@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Seumpama 02 menang,nih,apa iya,kelak anda akan menjadi calon mentri dari 02? Hebat!",POSITIF
Dulu 2 kali anti jokowi kalah karena banyak yg masih buta dgn jokowi. Sekarang muji jokowi berharap menang. Artinya dia tdk punya sesuatu untuk dapat memimpin negara ini  Prabowo dan Citra Suksesor Jokowi di Debat Capres https://t.co/eiyB4MBgbB,NEGATIF
@tempodotco @prabowo Apa ngamerasa selama ini sudah dihukum rakyat Indonesia. Stiap pemulu kalah.,NEGATIF
@pro_gibran_ Medan gokil semakin yakin jika prabowo gibran akan menang dalam satu putaran.,POSITIF
@syalalaela @prabowo @Gerindra sekarang politik gak selalu yang menakutkan dan negatif. Pilpres Riang Gembira bersama #PrabowoGemoy,POSITIF
"@PartaiSocmed Janji manis doang tapi ga ada realisasinya, tipikal banget nih Prabowo @dewitekumeiki  Anies DebatCapres Prabowo",NEGATIF
@pro_gibran_ makin yakin Prabowo Gibran menang soalnya melibatkan anak2 muda keren,POSITIF
"@NenkMonica PRABOWO NO MORE, ANIES FOREVER... https://t.co/l5LWPeow2p",NEGATIF
@sobat_Prabowo Gw mah gamau punya presiden norak ga bisa ngehargai lawan bicara,POSITIF
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Gak malu pelanggar HAM bicara tentang Ham?,NEGATIF
dan dianggap bisa memimpin 250 juta jiwa penduduk di Indonesia ya itu yang akan keluar menjadi pemenang di Pilpres 2024 tuturnya. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,NEGATIF
@Noviani1Saputri Kesejahteraan rakyat adalah misi suci Prabowo dan dia bener-bener kerjain itu #02UntukGeopolitikNegeri PrestasiPrabowo DiMataDunia,POSITIF
@ruhutsitompul Surpei boleh kalah prabowo pasti menang,POSITIF
@lail_23 @Adhwanissaa @BosPurwa Lahh baru dilidekin aja dah gasuka apakabar ama pak anies yg nyerang pak prabowo mulu ama nyindir mulu disenggol balik pada mencak2 pendukungnya teriak gak ada etika ekwkk  Hidup rukun bersama tetangga Mari kita saling menyapa Kalo ada yg menjelelkkan kita Mari kita jogetin aja🥰,NEGATIF
@Kelakuanmu_itu @desa_bersatu @prabowo @gibran_tweet @jokowi @Gerindra @airlangga_hrt @tempodotco @NajwaShihab @NarasiNewsroom @geloraco @TirtoID @Dennysiregar7 @dennyindrayana @ainunnajib @narkosun Netralitas aparatur sipil bukanlah pilihan tapi kewajiban. Sayangnya beberapa dari mereka lebih memilih untuk menjadi alat politik yang kotor,NEGATIF
@RaakezOnline @xquitavee @mochamadarip @__LOVE_AG4EVER Pak Prabowo pasti menang satu putaran dan kalian tetap jadi buzzer bayaran nyari proyekan,POSITIF
Prabowo-Gibran   seolah-olah mengesampingkan norma etika politik dengan melibatkan perangkat   desa dalam kampanye. #OrdeBaruReborn #GanjarMajukanBangsaNKRI 75 M #PrabowoNeoOrba #KolaborasiGenerasi #AniesMenghargai @Dennysiregar7  @RamliRizal  Bahasa Indonesia https://t.co/ZuwAdHP0sw,NEGATIF
"@PartaiSocmed Janji kamu cuma omong kosong, rakyat ga mau pemimpin macam kamu @dagu_sakti21  Anies DebatCapres Prabowo",NEGATIF
Pasangan Calon (Paslon) Nomor Urut 2 Prabowo Subianto dan Gibran Rakabuming Raka dinilai paling komitmen terhadap kesejahteraan rakyat kecil. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto,POSITIF
"@Maaacaaroni @Linasyafitri_ls @itbfess Realita politik tingkat elite emg jahat kak, bahkan salah satu korban penculikan masuk partai Prabowo, namanya Pius. Tapi bukan berarti Prabowo ga salah, upaya utk mengadili Prabowo sudah lama dilakukan selain daripada pemecatan, tapi memang tidak ada keseriusan pemerintahnya",NEGATIF
Suara bulat   untuk Prabowo pemimpin yang berkomitmen pada kesejahteraan rakyat! #02UntukPersatuan Dukungan  UntukPrabowo https://t.co/pNUkg06Xdv,POSITIF
Prabowo: Menyusun agenda luar negeri yang reflektif terhadap aspirasi kesejahteraan rakyat. #02UntukGeopolitikNegeri PrestasiPrabowo DiMataDunia https://t.co/C1OWnWyqYG,POSITIF
"Jokowi, keluarga jangan sampai jadi drama politik! @xanzizan AMIN2024 | #2024KalahkanJokowi | Prabowo bukan Jokowi |Ijazah | samsul | Ndasmu https://t.co/DJI7BQyX79 https://t.co/zAb618i5LN",NEGATIF
Prabowo pemimpin yang berdedikasi untuk kesejahteraan rakyat Indonesia. #02UntukGeopolitikNegeri PrestasiPrabowo DiMataDunia https://t.co/mwX0ZrukEb,POSITIF
"@narkosun Prabowo : Ndasmu netral !!!"" Awokawokawok 😂😂😂😂""",NEGATIF
"@myperspective76 @VIVAcoid Yang memperbaiki Pak Ganjar - Mahfud, Pak Anis merubah, pak prabowo numpang jokowi",NEGATIF
@pro_gibran_ Semoga jakarta semakin bantak yang menyuarakan dukungan kepada prabowo gibran yakin menang satu putaran,POSITIF
@Resty_J_Cayah @prabowo Udh tua mending di rmh aja,NEGATIF
@lihatdariatas @pandji Ga penting keren yang penting ALL IN PRABOWO GIBRAN,POSITIF
Aspirasi kesejahteraan rakyat Indonesia menjadi jantung dari agenda luar negeri Prabowo. #02UntukGeopolitikNegeri PrestasiPrabowo DiMataDunia https://t.co/F0G3RExBag,POSITIF
@Uki23 Prabowo-Gibran akan menang satu putaran,POSITIF
Dukungan Relawan   Menegaskan: Prabowo Prioritaskan Kesejahteraan Rakyat. #02UntukPersatuan Dukungan  UntukPrabowo https://t.co/DLPe3UvrY1,POSITIF
"@variztelrooy @AdorkableRacer Ternyata malahan JK. Ehh orang didalam Pemerintahan juga yang bikin rese wkwkwk. Itu kebongkar setelah Zulhas pidato n ucapkan terimakasih kepada JK karna kalo bukan karna dia last minute pengaruhi Prabowo. Gaakan Anies maju, n Sandi sama Mardani yang maju n udah pasti kalah",NEGATIF
"@PartaiSocmed Akhirnya senjata pendukung Prabowo lbh mengarah kependukung Anies ,senjata yg ditembakkan orang2 bodoh yg akan membuat tambah sakit kepala,mencela mencle ,berita basi kayanya yg didik buzzer Prabowo si gibran makanya pendukung Prabowo ini rasa malunya tdk ada",NEGATIF
@OktavianusYahy1 @prabowo @gibran_tweet Pilih 02 ????  NDASMU...!!!,NEGATIF
@NyaiiBubu Apapun hasilnya debat.Prabowo pasti menang.karena rakyat dah banyak yang tau kalau debat sekedar teori aja.,POSITIF
@FNurlidar94 Prabowo - Gibran diakui memiliki komitmen yang tinggi terhadap kesejahteraan rakyat kecil. dekade08,POSITIF
@Hasbil_Lbs Bangga dengan Prabowo-Gibran yang mampu menciptakan kedamaian di tengah-tengah perbedaan suku. Satu visi untuk semua.,POSITIF
@BosPurwa Justru kyk gini yg disukai gen z krn lucu ga usah tegang tegang lurrr.. prabowo pasti menang lol haah sante,NEGATIF
@PartaiSocmed @prabowo Iya nih lebih jahat dibanding ngilangin nyawa orang tanpa ada pengusutan hukum sama sekali,NEGATIF
@UyokBack @KPU_ID @bawaslu_RI @jokowi @prabowo @gibran_tweet Dulu juga begini kok di 2019 Kades di kumpulin si Nganu,NEGATIF
Prabowo telah menunjukkan jejak rekamnya sebagai pemimpin yang selalu memperjuangkan kesejahteraan rakyat. #02UntukPersatuan Dukungan  UntukPrabowo https://t.co/aVTrAb28Bj,POSITIF
@ilhamram_dani Semangat rakyat Indonesia dukung terus Prabowo! #Pilih02UntukKemajuan KataMereka UntukPrabowo,POSITIF
BISMILLAHIRRAHMANIRRAHIM ALLAH BERSAMA ORANG-ORANG BAIK DAN NIAT YANG BAIK SAYATIDAK MAU ZAMAN ORBA TERULANG KEMBALI Prabowo   PRESIDEN 2024 BIIDZNILLAH ALLAHUMMA BARIK YA ALLAH,POSITIF
"@tvOneNews Tenang pak Prabowo kami setia disini..kita grup ABG .Anak Buah Gibran..😅🤣...setia menemani pasangan capres pelanggar HAM dan cawapres pelanggaran berat MK..anak haram demokrasi.,🤣😅...biar Jd bahagian dr Jokowi 3 periode yg penting dapat posisi...🤭",NEGATIF
@ilhamram_dani Kita percaya pada visi Prabowo untuk Indonesia! #02UntukPersatuan Dukungan  UntukPrabowo,POSITIF
Gibran dan Prabowo pemimpin tanpa jejak etika @Santosh99563749 https://t.co/75uX2dNsN4,NEGATIF
@mimih6mei @abby6mei @alextham878 @BANGSAygSUJUD @bengkeldodo @Dahnilanzar @idrisbue @th_sitie @Babe_babegalak @_Dauph1ne_ Kita disini tetap dukung dan yakin bersama Prabowo-Gibran akrena yang pakai fitnah itu pecundang,POSITIF
@petruspasaribuu @Fahrihamzah Mohon maaf beribu kali maaf kalau utk mendukung si Prabowo dan Gibran !!,NEGATIF
@OposisiCerdas Nyebrang gak nyebrang itu hak semua orang...tp gue tetap dukung pak prabowo jadi capres hatrick. Aamiin.,POSITIF
"@Fahrihamzah seumpama prabowo menang,,bang fahri kalau di tawarin jadi mentri kelautan mau ga bang???  andai kan jadi ini mah",POSITIF
Aihhh.... Saya mendukung PRABOWO https://t.co/mSXZyqfxkt,NEGATIF
@tempodotco Rakyat bukan anak kecil yang hooh hooh aja dikasih statemen kayak begitu buktinya bisnis Keluarganya prabowo moncer setelah dia memutuskan masuk ke pemerintahan,NEGATIF
Prabowo suka bercanda tapi mari kita fokus pada visi dan misi beliau untuk Indonesia. Dukung terus! @detenoct https://t.co/o8Kv5gnIaa,POSITIF
"@fahmizahfraan Jika Terpilih, Prabowo Subianto Janji Bisa Bikin Indonesia Produksi Mobil Sendiri. dekade08",NEGATIF
  simbol semangat generasi muda. Bersama Prabowo kami adalah agen perubahan untuk Indonesia yang lebih baik #02UntukPersatuan Dukungan  UntukPrabowo https://t.co/1EcFIn4YIo,POSITIF
Buruh-buruh pemberani dukung terus Prabowo - Gibran yakin menang! dekade08,POSITIF
"@kikysaputrii gini ki, lu kan di media nunjukin persona kritis tapi pas pak prabowo kalah kok lu ga mau roast si, comic lain juga tau kali kalo prabowo kalah mereka react tipis tipis. Jadi netizen ngiranya lu ga berani roast karena lu ada di pihaknya dan anak presiden.",NEGATIF
@Gus_Raharjo Memang keren capres terbaik ini selalu memberikan program yang nyata untuk kemajuan negeri ini sukses selalu untuk Pak prabowo,POSITIF
"kalo di segmen 6 menurut gue Pak Prabowo yg menarik, setelah dibombardir sm Pak Anies yg emang tutur katanya manis beliau balas dgn serangan singkat tp kerasa bgt maksudnya. skrg masi terlalu awal buat nentuin pilihan, masi ada byk hal yg perlu dicari tau dr masing2 capres",NEGATIF
@VIVAcoid Perkiraan rakyat prabowo kalah,NEGATIF
Prabowo pemimpin yang memperjuangkan kesejahteraan rakyat melalui kebijakan luar negeri yang tangguh. #02UntukGeopolitikNegeri PrestasiPrabowo DiMataDunia https://t.co/3Fen9V4Wtt,POSITIF
Viral Foto Pj Gubernur Jateng Nana Sudjana Bersama TKN Prabowo-Gibran – https://t.co/Fb0eUHXA5C https://t.co/6IUBlL5O1T,POSITIF
"Wajar sih, Pak Prabowo Kiyai itu kan cuma orang tua yang penuh hikmah, bukan layaknya lawan debat yang harus disalamin @sabieew https://t.co/Z3CkLEI8OH",NEGATIF
"@hasyimmah Prediksi saya Prabowo akan gagal ke4 kalinya meski didukung  Koalisi besar dan Jokowi, ini bukan soal kemampuan"" beliau, tetapi  karena WATAKNYA  sangat angkuh dan tidak mau menerima kritikan. Ini yang ""menutupi"" dan menjadi ganjalan beliau menjadi Presiden.""",NEGATIF
"@keuangannews_id @prabowo @jokowi @SBYudhoyono @KPK_RI @Gerindra Anak2nya jadi walkot,ketua partai dll sehingga gesturnya seperti Raja dan manusia setengah Dewa , ini  yg harus dilawan bersama, hiden agenda jika terpilih  @prabowo yg  sudah Tua renta dan sempoyongan hanya sbg simbol  ,  1 atau 2 th dianggap berhalangan  tetap atau dibuat ber..",NEGATIF
"@PartaiSocmed Janji Prabowo cuma omong kosong doang, kita butuh pemimpin bukan komedian @Santanha_88  Anies DebatCapres Prabowo",NEGATIF
@OssyDermawan Di dua pemilu yang lalu tidak milih Prabowo sekarangpun juga tidak.......!!!!!!,NEGATIF
@soeyoto1 2019 saya dukung Prabowo fix 2024 saya akan tetap dukung A-min,POSITIF
@TeddGus @aniesbaswedan @prabowo @ganjarpranowo @cakimiNOW @gibran_tweet Intinya kalo emang Prabowo itu hebat dan baik hatinya pasti sudah jadi presiden buktinya setiap ikut pilpres pasti kalah dan dia akan mengulangi kekalahan nya lagi.,NEGATIF
Goyang gemoy tidak akan membawa Indonesia menjadi negara maju. Prabowo perlu memperhatikan kebijakan yang mampu meningkatkan daya saing dan kesejahteraan rakyat. @HilalAmirudin https://t.co/di2jfHcZ2T,POSITIF
@mbienyambay Mantap mas gibran atas tindakan nyata tanpa menunggu arahan dari petugas partai langsung eksekusi kerja. &amp;️ prabowo-gibran2024 menang satu putaran.,POSITIF
"Relawan Gempita, penuh semangat dukung Prabowo, untuk Indonesia lebih baik.",NEGATIF
Prabowo pembohong publik,NEGATIF
Mau gimana pun Prabowo pasti menang,NEGATIF
"tolonglah kalau nyebut 3 capres semua minimal pakai kata Pak.. pak anies, pak prabowo, pak ganjar.... gw yg golput aja tau adab.. menghormati calon ulil amri...",NEGATIF
@Metro_TV Rakyat cerdas bakal pilih pak Prabowo   sebagai tugas dari rakyat bukan petugas dari penguasa buat apa pilih wapres yg gak ada ilmu pengetahuan nya gak bakal bisa berkerja klu gak ada ilmunya waras gak tuh,POSITIF
@ajengcute16__ Serius nanya jeng klu Prabowo-Gibran menang kamu bakal jadi apa ya? Komisaris kah? Atau masih jadi kader biasa aja?,POSITIF
@Gus_Raharjo Kita semua pasti sudah bisa membayangkan nasib bangsa dan negara ini kalau dipimpin seperti Prabowo ini,NEGATIF
