full_text,Label
@syalalaela @prabowo @Gerindra beliau memang patut menyandang gelar Pilpres Riang Gembira jdi suasana pemilu g harus tegang #PrabowoGemoy,POSITIF
"@kurawa Kalah ya biasa, paling ngga tetap konsisten tidak ada di barisan yang menolak Prabowo jadi Presiden. Ganjar Mahfud!!",NEGATIF
@xquitavee @prabowo Goblok nya si penjilat bayaran ini... publik tdk buta dan tuli bisa melihat si wowo jawabannya banyak ngelantur dan beberapa kali terpancing emosi..... dungu... dungu.... dungu.....,NEGATIF
@Gus_Raharjo Pak Prabowo emang sikapnya emosional dan tidak terkontrol apalagi kalo ada pertanyaan yang menyudutkan,NEGATIF
"@kompascom LUCU.. 2009 PDIP usung Prabowo jadi Cawapres Megawati, PDIP diam aja masalah pelanggaran HAM.wwkw.. 2014 Mahfud MD ketua Timses Prabowo, 2019 Prabowo di angkat jadi Menteri Pertahanan, Menkopolhukam nya Mahfud MD, pemerintah ya PDIP, ga ada itu isu2 HAM..wkw.. pilres br masalah",POSITIF
@xquitavee memang kampanye yg paling rasional ya hanya prabowo gibran,POSITIF
Sebelum pensiun apakah janji kampany3 ini bisa direalisasikan? Jika sudah bermakna saya ketinggalan berita maka mohon.dimaafkan. Jika belum maka kita tunggu tugas ini diamanatkan kepada pak Prabowo kedepannya. https://t.co/W6Dd0LGo2i,POSITIF
@tempodotco TKN gak liat itu foto? gambar gak bisa boong. keliatan banget terkesan Prabowo habis babak belur disikat lawan2nya kok dibilang menang? akwokkwokkwokkk,NEGATIF
@Ndons_Back @99propaganda @bengkeldodo @P4P4B0W0_2024 @are_inismyname @Bank_Joee_ @kurawa @AditBandit234 @Alie_Fahnoor @AndreasSolusi @BANGSAygSUJUD pak prabowo selalu bekerja hanya untuk rakyatnya,POSITIF
Prabowo Bukan Jokowi. Dari ucapan saja sudah beda https://t.co/JiqYtrxCx5,NEGATIF
@kangdede78 2 periode lawan pak Jokowi itu prabowo hahahahaha Klo dia menang kalian ini selesai di jabatan. Kalian di bungkam karna udah menerima imbalan selama ini berupa jabatan setidaknya ,POSITIF
"Prabowo - Gibran, kalo udah jadi pemenang, janji ya, bagi-bagi paket sembako Desa Bersatu butuh jatahnya! @ciptarenada https://t.co/00s3OMrYgW",POSITIF
"@Gerindra Orang yg tulus, orng yg memikirkan rakyat kecil. Hnya pak Prabowo lah. Gak perlu di ragukan lg. Sedunia juga paham betulll""",POSITIF
"semangat pagi sahabat² pecinta ayah @prabowo &amp  mas wali @gibran_tweet. tetap senyum dan riang gembira.  jangan tiru neo k+drone a.k.a. ganjaris bokeper yg tiap hari panik, ngamuk, kalap, baperan dan cengeng.  mulailah pagimu dgn joget GEMOOOY https://t.co/pVeEN5Ryot",POSITIF
"@xquitavee Semangat terus, Prabowo! Gibran juga memberikan kontribusi besar.",POSITIF
"@dapitnih Yg penting logistik Prabowo besar ... jadi mumpung ada kesempatan ... kalau malu dan harga diri sih, ntar aja ... 😁",NEGATIF
@Lisaamartatara6 @gibran_tweet @bawaslu_RI @prabowo @TyrexMaximus Yang sedih PDIP laah mereka yg merubah UU masa jabatan... Eeeh yg dapet REJEKI nya Gerinda... Kereen pakde..,POSITIF
@Ndons_Back @99propaganda @bengkeldodo @P4P4B0W0_2024 @are_inismyname @Bank_Joee_ @kurawa @AditBandit234 @Alie_Fahnoor @AndreasSolusi @BANGSAygSUJUD Prabowo orang yang terpuji tidak pernah dendam sama orang yang telah menghinanya,POSITIF
@syalalaela @prabowo @Gerindra Asik banget goyangan pak Prabowo #PrabowoGemoy Pilpres Riang Gembira,POSITIF
Moga kamu sadar dan cerdas @Uki23 . Hanya pendukung bodoh yg dukung Prabowo. Apalagi PSI memberi Penghargaan Kebohongan pada Prabowo.. orang bohong di dukung itu tandanya pendukung bodoh https://t.co/DXwujM1TlI,NEGATIF
@Gerindra Apapun hasil surveinya prabowo nanti harus menang di 2024,POSITIF
@pro_gibran_ Aku sebagai salah satu pendukung Prabowo-Gibran selalu menebarkan kebaikan ke orang terdekat aku. Bismillah menang 1 putaran,POSITIF
"@Maruahalsiahaa2 @islah_bahrawi @Mang_wa2 Prabowo jga demen bokep bro,hanya malu utk mengakui.",NEGATIF
@Fahrihamzah Syarat jdi pendukung Prabowo harus goblok 2,NEGATIF
"Kalau pendukung Prabowo macam begini, yg ku tunggu di debat selanjutnya agar Prabowo kena upper cut lagi oleh Anies dgn isu soal gubernur.  Dijamin pendukung Prabowo akan makin menggelepar 🤣🤣🤣",NEGATIF
"@OfficialDPP_PBB Bapak ini seorang Profesor, tapi kenapa jadi bodoh yah setelah menjadi pendukung prabowo....",NEGATIF
@oppahade_ Sangat sama dg di Sumbar 2x Prabowo menang telak krn lawannya diusung PDIP ... Rakyat Sumbar sangat emoh milih yg dr PDIP ...,POSITIF
"Prabowo, bukan cuma podium yang bisa hancur, tapi juga citra negara kalo dipimpin sama pemimpin emosional. @HaluParah  Anies #DebatCapres Prabowo Ordal JAKI pt gni https://t.co/R9EnwurpHD https://t.co/CK5C7sMJBu",NEGATIF
@Kimberley_2024 PRABOWO GIBRAN SATU PUTARAN !!!! Putaran 2 mereka nonton doang 🤣😂,POSITIF
"@PartaiSocmed tong. janji Pak Anis sama Pak Prabowo dan negeri ini 5tahun, setelahnya bebas bajingan tolil. jangan bulak balikkan fakta.",POSITIF
@YRadianto Pjg lebar intinya cm 1 benci dg Prabowo...Klo gibran bersanding dg Ganjar pasti byk narasi pembenaran dan pujapuji jokowi...prabowo ada plus minusnya tp intinya dia org baik mk alam akan memenangkan org baik dan yg jahat semoga segera insya...sukur2 jd muallaf,POSITIF
@PDemokrat @prabowo @Gerindra Di puji loncat2  Partai sakit hati  Sudah kepalang malu maka yg cacat moral secara hukum pun Oke lah 🤣😂,POSITIF
@syalalaela @prabowo @Gerindra yg lain pada tegang Pilpres Riang Gembira #PrabowoGemoy,POSITIF
"@PartaiSocmed Mas Anies.. MasAnies.. "" Ini jadi trending di youtube.. 🤣🤣, walaupun kalah debat, tapi Nama Prabowo tetap tinggi dan trending..   Menang kayaknya ini.""",POSITIF
@TeddGus jadi semakin yakin sama pak Prabowo nggak ada bunyi tapi sat set sat set,POSITIF
"@zy_zy_its_me Cie cie gak mau ngaku kalah neh yee blunder nyerang duluan di serang balik gak kuat oposisi karena gak dapet bisnis 😃😃 itu keluarga terdekat pak prabowo juga ngakuin bapak gak kayak seperti biasanya blunder kayak bocah, alasannya karema kecapekan 😃😃",NEGATIF
@blontankpoer Hanya Prabowo Gibran yg komitmennya jelas : hilirisasi. Jadi kemungkinannya ya dua capres lainnya,POSITIF
@Tjel0up Prabowo saat kampanye 2019 juga janji janji . kalah ya gak mungkin terealisasi janjinya kalau menang gak ada realisasi baru bohong namanya. Sekarang Capres 1 2 3 begitu juga. Tunggu menangnya.,POSITIF
@alisyarief @jokowi Halah ntar klo Prabowo menang paling kmu juga akan puji2 wakilnya prek ah ..,POSITIF
@kompascom Bersama Prabowo aparat makin bersih dari tindakan keji permainan hukum. Dukung penuh pasangan nomor 2.,POSITIF
@cha_bee_manis @NKRIndonesia79 @VIVAcoid @prabowo @CherylTanzil @CherylTanzil lu tahu kenapa Riau yg terbakar Singapore yg komplain ? Dongo juga lu mas 🤭,NEGATIF
@TheArieAir Ah itu baper tinggi Buzzer frustrasi. Jelas nyatanya disanding bu Megawati saat pilpres lawan SBY 2009. Jadi narasi usang Arie. Cari ide lagi lah supaya rakyat ngga memilihnya. Malah nyata para jendral banyak gabung mendukung Prabowo Gibran. Nah dusta apa lagi Arie lakukan. https://t.co/5Yz6QXsb9h,POSITIF
@pro_gibran_ Luar biasa prabowo gibran akan menang di hati rakyatpun mereka sudah pasti menang.,POSITIF
@pro_gibran_ Yakin Prabowo Gibran menang satu putaran,POSITIF
"@tvOneNews Ada aja yg gak suka sama pak Prabowo dan mas Gibran. Padahal mereka gak pernah nyenggol tim lawan. Kliatan banget kan siapa yg licik""",POSITIF
@habiburokhman @prabowo @gibran_tweet Kita lihat aj nanti bisa menang g lu di kampung susukan yg termasuk https://t.co/LRm4UEpMqJ.rambutan... G akan menang lu...,POSITIF
@Gojokaisen86 @bengkeldodo @prabowo @gibran_tweet @P4P4B0W0_2024 @Ndons_Back @bentangnegeri @AditBandit234 @Alexemeru @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @AndersonTampu @are_inismyname Kecintaan Prabowo terhadap masyarakat tercermin dalam program-programnya yang bertujuan untuk meningkatkan kualitas hidup dan pendidikan masyarakat.,POSITIF
"@CNNIndonesia Dukungan penuh untuk Prabowo dan Gibran, karena kita percaya pada visi dan misi mereka!",POSITIF
"@yenimelanii Kalah di Pilpres Dua Kali, Prabowo: Saya Tidak Pernah Membenci Jokowi. dekade08",POSITIF
@democrazymedia Kinerja pak Prabowo sudah tidak perlu di ragukan LG,POSITIF
@pro_gibran_ Yakin Prabowo Gibran menang satu putaran,POSITIF
@tribunnews BUMN hanya buat bancakan Rezim Jokowi utang menumpuk Gibran sok mau beresin BUMN yg di acak-acak oleh bapaknya Kalau Prabowo-Gibran menang Posisi Jokowi aman kalau kalah Rezim Jokowi banyak yg dipenjara buktikan,POSITIF
"@Tan_Mar3M biasanya jokowi lebih hebat dari prabowo, sekarang malah hebatan prabowo karena telah berhasil membuat jokowi sekeluarga pindah gerbong, saking gembiranya prabowo langsung nari kejang kejang, entar juga pingsan setelah kalah dalam pilpres",POSITIF
"@xquitavee @prabowo Prabowo, tuh, sdh dibriefing &amp  simulasi 2 jam. Dia mlkkan sesuai sesuai arahan Budiman &amp  Yusril agar tdk terjadi blunder parah. Teamnya tahu ktrbtasan Prabowo, apalagi saat sdh mulai emosi. Hmm...bisa bahaya! Smkin bnyk omong dimungkinkan kena serangan balik kmd emosi meleduk.",POSITIF
@ZulkifliLubis69 @prabowo Jadi inget karung beras gambar Prabowo gibran,POSITIF
@pro_gibran_ Prabowo Gibran harus menang,POSITIF
@pro_gibran_ Akhirnya ada yg fokus dan melek soal memperisapkan sdm para milenial dan gen z semakin yakin utk dukung Prabowo Gibran,POSITIF
@GirlBieberJ @prabowo @PartaiSocmed @n_imansy27 @sutanmangara Saya juga dukung banget ko bang soalnya bagus kampanye yg dilakuin berbobot,POSITIF
"@jubirmux @RiyadiLeky @Fahrihamzah Dia hadir di belakang prabowo waktu debat capres (ada fotonya), itu sebagai ajudan prabowo menhan atau timses prabowo?",POSITIF
"“Generasi tua punya pengalaman. Tapi generasi muda punya imajinasi, punya mimpi yang lebih kuat dari pengalaman. Kami menganggap Prabowo-Gibran perkawinan agung. Mereka berdua nahkoda luar biasa bagi negara kita,”   Waketum Partai Gelora, Fahri Hamzah  https://t.co/jq76BHnQi1 https://t.co/KBHFosgQz7",POSITIF
@syalalaela @prabowo @Gerindra Gemoy ï¸ jadi semakin membara mendukung pak Prabowo untuk masyarakat sejahtera 2024 Pilpres Riang Gembira #PrabowoGemoy,POSITIF
@Ja99ung_Manies Kalau melihat tren Prabowo-Gibran ini mah insyaAllah pasti menang hehe,POSITIF
@syalalaela @prabowo @Gerindra politik kalau dijalankan dengan bener pasti jadinya Pilpres Riang Gembira #PrabowoGemoy,POSITIF
@habiburokhman @prabowo @gibran_tweet Kita lihat aj nanti bisa menang g lu di kampung susukan yg termasuk https://t.co/LRm4UEpMqJ.rambutan... G akan menang lu...,POSITIF
"@tvOneNews Mau tim lawan menjatuhkan dengan cara apapun, kalo hati rakyat udh memilih pak Prabowo dan mas Gibran, sudah pasti gak akan ada gunanya mereka berbuat begitu",POSITIF
@tvOneNews Pak Prabowo dan mas Gibran sudah sangat siap untuk memimpin Indonesia dan sudah sangat cocok menjadi presiden dan wakil presiden selanjutnya,POSITIF
@kumparan @prabowo 1000 persen bercanda mata kau kontol kuda nil,NEGATIF
@firzahusainInc Bukan hanya pelanggar HAM Berat di Timur Leste. Pelanggaran berat di Indonesia mengakibatkan sejarah hitam Indonesia atas kerusuhan Mei 1998. Siapa yg bisa melupakan sejarah hitam ini goblok!!! Ini kejahatan HAM yg luar biasa. Mari kita dukung Prabowo utk menjadi pemenang ke 2.,NEGATIF
"Tidak jabat tangan bukan berarti tidak memiliki sopan santun, Pak Prabowo sedang menciptakan etika baru dalam politik @sebastio_gie https://t.co/OPmLciZuP5",POSITIF
"@Antonius061 @KompasTV @NoitusanMahri Naaah ini betul, prabowo blunder di malang pun menaikan elektabilitas dia🤣",NEGATIF
"@ch_chotimah2 @prabowo @gibran_tweet Kalau Anies memang punya etika &amp  beritegritas, dia harus ngalah dan beri kesempatan menang ke Prabowo.",POSITIF
Sementara jika ada pihak yang melakukan serangan-serangan biasanya yang mau menang ini diserang yang kalah ini panik terus menyerang ucapnya. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,POSITIF
@xquitavee @prabowo itu gusdur yg bilng dab mash ada ..skarng wowo di mna ikhpasnya kl capres berkali kali kalah trs dan ga than opoaisi ...,POSITIF
mas seng dadi presiden ki yo prabowo bukan gibran. itu aja blm tentu menang dengan segala blundernya. kalo pake logikamu mosok orang berotak kecil kok ya bisa ngubah pondasi negara seperti katamu itu sementara pondasi demokrasi begitu banyak. cara berpikirmu gimana.,NEGATIF
 Kita harus menang satu putaran kita harus tempur habis-habisan. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,POSITIF
@AndhikaRadhitya @ridwankamil Pendukung Prabowo ya 😂😂,POSITIF
"@kompascom Prabowo dan Gibran tuh luar biasa, salut banget!",POSITIF
@becaseimbibo @gorunbiraz3 @aniesbaswedan @prabowo @gibran_tweet @Gerindra @golkar_id @ch_chotimah2 @Hasbil_Lbs Gak mau pilih tukang janji manis,NEGATIF
Prabowo Subianto pendusta https://t.co/1nIGjOs6qb,NEGATIF
@retnosetyow4t @mohmahfudmd @prabowo Deportasi Rohingya Segera !,POSITIF
@kiki_daliyo Dari awal aku sudah menduga bahwa Prabowo tetap prabowo tidak akan jadi Jokowi,POSITIF
@psi_id Hati meleleh deh liat kehebatan Prabowo dan Gibran.,POSITIF
nih lagi barca tolol...kalah mulu kek Prabowo,NEGATIF
@memelord_666666 teruskan fitnahmu min Lumayan lah kan dapat cipratan dari 400 Triliun dana pilpres Prabowo,POSITIF
Jangan serahkan bangsa ini kepada Prabowo Subianto https://t.co/a8RsM70FZP,NEGATIF
@Uki23 @prabowo Postingan2 lama yg di repost. Akan membuat Mereka akan sibuk berperang melawan jejak digitalnya sendiri.,NEGATIF
"@tvOneNews Bang Prabowo, jangan kalah dong sama Anis, mendingan kekinian biar ga dianggap jadul.",NEGATIF
"@VIVAcoid prabowo gibran adalah pasangan super di dunia politik, hebat banget!",POSITIF
@amanda_dinda089 Program ciamik nih. Kudu kita dukung full @prabowo,POSITIF
@Ndons_Back @prabowo @99propaganda @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @bengkeldodo @are_inismyname @Royan_02 @Bank_Joee_ @BANGSAygSUJUD Najis otak mana otak......paling sujud syukur lagi yg ke 3 kali tapi nggak jadi pleciden.....,NEGATIF
"@PartaiSocmed Pak Prabowo ini kok gak malu ya, kalah terus tapi masih mau coba lagi @mieayangenak Anies DebatCapres tegaslugasgemoy",POSITIF
"@sadrammedia @SantosNoorman @awemany Kalo ditempat saya malah ga bahas debatnya, tp bahas ditim prabowo punya segalanya jadi sulit untuk kalah, semua lini dikuasai dari rt sampai pusat. Walaupun untuk debat mungkin kalah.",POSITIF
Tidak ada satupun kelurahan yang tidak terjamah oleh Prabowo-Gibran di desa-desa kampung-kampung dan di gang-gang perkotaan. Kalau itu dijalankan dengan baik saya perkirakan tidak sulit untuk Prabowo-Gibran menang satu putaran kata Muzani.,POSITIF
"@jokowi Sukses terus ya, Pak Prabowo dan Gibran, inspiratif banget!",POSITIF
@candrapmngkss @Paltiwest https://t.co/zio2jVU5iS  Dari dulu pendukung Prabowo selain bodoh musti galak ya? Hobby nya ngancam,NEGATIF
"@mapplecrush @prabowo @dekade_08 @sauki084 @HomeMarshel @mingskyyy_ @nis____7 Jika Terpilih, Prabowo Subianto Janji Bisa Bikin Indonesia Produksi Mobil Sendiri. dekade08",POSITIF
@bengkeldodo @prabowo @gibran_tweet @P4P4B0W0_2024 @Ndons_Back @bentangnegeri @AditBandit234 @Alexemeru @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @AndersonTampu @are_inismyname Menyebar berita negatif hoax fitnah menjatuhkan terus menerus di sampaikan berulang dan berulang pada akhirnya akan diangap biasa yg mendengar bosan. endingnya akan membuat orang lain simpatik kepada yg di pojokkan.,POSITIF
@kompascom Mari kita dukung sekuat tenaga menangkan p Prabowo SEBAB Kalo Tidak Menang p Prabowo akan mengalami kekalahan TELAK Prediksi Score: 4X KALAH VS 1X menang Atau..... 5X Kalah VS 0,POSITIF
"@CNNIndonesia Bersama Prabowo dan Gibran, kita bisa membangun Indonesia yang lebih baik!",POSITIF
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Narasi blunder jelas pelanggar HAM Paslon lain? Ya jelas bukan hanya pak prab seorang 'pelanggar Ham',NEGATIF
"@gm_gm Bapak sudah tua kok kasar, roasting pak Prabowo memangnya beliau pernah bikin salah sama bapak?",POSITIF
@temanduit @prabowo @gibran_tweet beri sayang kita ke rakyat Indonesia,POSITIF
@tempodotco Rakyat bukan anak kecil yang hooh hooh aja dikasih statemen kayak begitu buktinya bisnis Keluarganya prabowo moncer setelah dia memutuskan masuk ke pemerintahan,NEGATIF
@Gerindra @prabowo Sekerenn ini si gemoy nya rakyat Indonesia,POSITIF
"Wajar sih, Pak Prabowo Kiyai itu kan cuma orang tua yang penuh hikmah, bukan layaknya lawan debat yang harus disalamin @sabieew https://t.co/Z3CkLEI8OH",POSITIF
"Ratusan Kepala Desa dukung Prabowo - Gibran, semoga aja bukan karena janji diiming-imingin dibawa ke Malioboro pas menang @ChairuNY https://t.co/Tixp13aBL6",NEGATIF
@CNNIndonesia Prabowo kalah debat pendukungnya cari hiburan,NEGATIF
@Perju4ng4n @prabowo @Gerindra @mediaindonesia @indikatorcoid @saifulmujani @poltracking dukung terus #PrabowoGemoy Pilpres Riang Gembira,POSITIF
@kangdede78 Ini yang mau jadi ca-pres siapa sih? Prabowo Jokowi atau gibran Nah ntar kalau udah jadi presiden yang punya kuasa siapa sih? Mulai dari nalar gitu dong,NEGATIF
@UyokBack @KPU_ID @bawaslu_RI @jokowi @prabowo @gibran_tweet Pesta demokrasi yg gak asyik....,NEGATIF
@syalalaela @prabowo @Gerindra bener banget emang paling santuy nih #PrabowoGemoy Pilpres Riang Gembira,POSITIF
"@Gerindra Duit Prabowo kan banyak, knp harus  jd presiden dulu baru mau bangun sekolah unggulan...",POSITIF
@tvOneNews Prabowo sudah terlalu tua,NEGATIF
"@udiashou @tamerlane9470 nah, tp bedanya anies menang prabowo kalah wkwkw",NEGATIF
@hasyimmah Dron sodron si GEMOY (GEMBROT &amp,POSITIF
@hasmibakhtiar Tak akan menang prabowo mu itu kawan... TIDAK AKAN.,POSITIF
@soeyoto1 Agum lihat rekaman elu...ttg Prabowo sebelum. Malu lah,NEGATIF
@seeksixsuck prabowo tetep tukang culik bengis. korbannya jg disiksa lho. digebukin disetrum. tanya aja @faisolRI atau @nezarpatria. konon bbrp belum kembali. kasian orang tua korbannya.,NEGATIF
"@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana @aniesbaswedan Enggak pernah berkhianat terhadap rakyat, khususnya warga DKI ketika dia gubernur. Kewajiban dan janji-janjinya beliau tunaikan sesuai UU. Sementara bapak tua lansia itu meninggalkan pendukungnya dan pengusungnya, bersatu dgn pelanggar konstitusi.",NEGATIF
@syalalaela @prabowo @Gerindra All in nomor dua hehee #PrabowoGemoy Pilpres Riang Gembira,POSITIF
@WidasSatyo Kayaknya tujuan Jokowi bukan Prabowo-Gibran menang tapi supaya suara ke PDI terbagi dan GanFud Kalah. Soal Prabowo-Gibran menang itu bonus. Yang penting bagaimana caranya supaya Ganfud (PDI) nggak jadi presiden.,POSITIF
Kasian pak Prabowo berjuang sendiri dengan gerindranya sedang partai pendukungnya dan para tokohnya sepertinya sibuk memenangkan pileg sendiri sendiri. Pilpres? Sepertinya masa bodoh. 🫢😄,NEGATIF
@Ridhoi95544912 @BosPurwa @papaklepoonzzz1 @ZUL_Hasan @prabowo Setuju rakyat pada dasarnya hanya menginginkan lapangan kerja tersedia pendidikan yang layak tempat tinggal yang layak sandang pangan tersedia Harga kebutuhan pokok yang terjangkau ( termasuk BBM ) Kalau semua itu ada rakyat adem ayem aja kok ️,POSITIF
@RidNgemil Kita tidak butuh janji. Kita butuh susu. Tapi antrinya terlalu panjang.. dan sampai sekarang saya belum ada yg menyusui. Mau nyusu janda tetangga.. gak ada yang dukung Prabowo / Gibran. Kala nanti dikasih susu sapi... akan tanya knp saya dianggap anak sapi?? PANTANG DIHINA,NEGATIF
@genx36545403 @prabowo Panasbung Attack Padahal stunting masalah utamanya ada di kesejahteraan warga Kenapa warga gagal memberikan gizi yg baik Ya pengelola yg gagal memberi Kalau hanya makan hanya sekedar solusi instans cawe cawe tanpa hasil,NEGATIF
@syalalaela @prabowo @Gerindra seneng deh punya pemimpin yang happy gini #PrabowoGemoy Pilpres Riang Gembira,POSITIF
@Fahrihamzah @prabowo Kalo lihat debat hasilnya prabowo itu semakin lucu... Di tanya A jawabnya D terutama maslah HAM,NEGATIF
"@LOVE_UM4M4 @prabowo @gibran_tweet Bagaimana pun sejarah akan mencatat, bahwa Gibran terlanjur di cap anak haram konstitusi oleh sebagian masyarakat Indonesia kecuali kubu anda. Menang atau kalah, ia akan tersandera... Rasanya memang terlalu fulgar drakor ini...",NEGATIF
"Projo Mojokerto Targetkan Prabowo-Gibran Menang Satu Putaran. 👇  Relawan Pro Jokowi (Projo) Jawa Timur menargetkan pasangan Calon Presiden dan Calon Wakil Presiden, Prabowo-Gibran menang satu… https://t.co/0ir5xLg04p #PolitikPemerintahan #projo #projojatim via @beritajatimcom",POSITIF
Itu Janji untuk Pilpres 2019. Tidak ikut mencalonkan dan fokus tuntaskan sumpah gubernur lima tahun. Lalu Pak Prabowo ikut Pilpres 2019 dgn sandi( eh kalah lagi) dan Pak Anies tepati janji gk ikut nyalon saat pilpres 2019 😌 #salamakalsehat #AMIN2024,NEGATIF
@mrtaufik19 @Monkey_Is_Butt @kuli98 @PartaiSocmed kan gamau buka mata. mereka selalu riang gembira. orang mah jadi penasaran terus cari cari prestasinya. eh fyp deh semua prestasinya akhirnya jadi coblos prabowo. begitu,POSITIF
"@tempodotco Sorry gw pendukung fanatik Prabowo, pokoknya Prabowo harus di Lantik jadi KETUA RT, pokoknya harus",POSITIF
@pro_gibran_ Semakin yakin jika prabowo gibran akan menang satu putaran dan pasangan ini akan benar benar jujur dalam berkontestasi,POSITIF
@Uki23 Mareka bingung mau nunjukin hebatnya yg mareka dukung.... Jadinya yg mareka omongin hanya prabowo gibran....,POSITIF
@Uki23 Pelitikus ko Gumunan Jokowi Bergumul sama Prabowo aja Seindonesia gada nyang Heran ko Mekmekmek,NEGATIF
@pangestimira Kelapa Gading jadi saksi JAM Prabowo-Gibran solid dukung nomor urut 2 Prabowo-Gibran! dekade08,POSITIF
@P4P4B0W0_2024 @prabowo @aniesbaswedan @ganjarpranowo @gibran_tweet @99propaganda @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @are_inismyname @kurawa @seeksixsuck Kon nulis opo???,NEGATIF
"Klu *Gama* kalah dlm pilpres nti thn 2024, bkn krn *Gama* tdk bgs/ tdk disukai, tp krn ulah para Pndukung'a yg brutal mmbabi buta fitnah pak Jokowi &amp  paslon lain khususnya Prabowo-Gibran  gara2 krn Gibran  Cawapres Prabowo. Trmasuk sy akan beralih  mndukung &amp  memlh Prabowo-Gibran",POSITIF
"@VIVAcoid Nggak habis-habis bedaknya.. semua capres jujur. Mungkin karena Prabowo malah terlihat bodoh kalah berargumentasi, terus menstigma calon lain nggak jujur",NEGATIF
@mihrabku @panca66 @prabowo Dukung jenderal kardus jd partai kardus dong ya,POSITIF
