"@zy_zy_its_me Ap kabar jokowi yg dl di usung prabowo jg,  Malah berhadapan pilpres 2x,  Suka heran klo ada yg ngmg etika, budipekerti dan sopan santun di 02,  Padahal dr jaman jebod qt udh tau, politik itu  dinamis dan fleksibel kalo pagi kawan sore bs jd lawan,",POSITIF
@ainunnajib @aniesbaswedan @prabowo @ganjarpranowo @cakimiNOW @gibran_tweet @mohmahfudmd saya tebak di atas sajadah pak,NEGATIF
@geloraco Banyumas menolak Prabowo.....,NEGATIF
@Gerindra @prabowo Yuhui..... Menhan jadi seksi pengairan.,NEGATIF
"@Fahrihamzah Hasil Semua lembaga SURVEI spt nya selalu menempatkan pak @aniesbaswedan dan @cakimiNOW di urutan 3, pertanyaan saya itu SURVEI benara atau SURVEI nya tergantung siapa yang bayar spt kata pak PRABOWO..hsil survei INTELEKTUAL seorang cawapres kalah dg pak @mohmahfudmd . Kan aneh",NEGATIF
"@ggloamdion @drReUtari08 Kenapa Nangis kalah nyapres""  ko bisa kalah ""gara gara pak Prabowo gebrak gebrak meja"" .""",NEGATIF
"@TeddGus @aniesbaswedan @prabowo @ganjarpranowo @cakimiNOW @gibran_tweet Gk malu Ama diri sendiri ngomong gitu, si tua udah babak belur loo, 😁😁 Gk butuh kekuasaan nyapres sampe 3 x wkkkwkkkk",NEGATIF
@msaid_didu Hancur Prabowo!! Jadi calon presiden ini??🤣🤣🤣,NEGATIF
@BosPurwa @prabowo @jokowi @setkabgoid Dg tanpa sadar beliau merusak sendi2 negara......jika menangpun percuma....malah bikin hancur negara,NEGATIF
"Sebut Gibran-AHY Pemimpin Hebat di Masa Depan, Prabowo: Disiapkan untuk Mengganti Saya https://t.co/QoD7K92brJ",POSITIF
Prabowo Janji Selesaikan Tunggakan Utang Pembelian Pesawat Tempur Buatan Korsel - https://t.co/SKg61sB7cH https://t.co/QPigFlbONk #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat,POSITIF
@Metro_TV @prabowo @aniesbaswedan Pak Prabowo adalah pemimpin yang menjunjung tinggi nilai-nilai perbedaan antara umat beragama dan keberagaman yang ada di Indonesia,POSITIF
"@Pe_Enestee @Kemenkumham_RI @KomnasHAM semua dapat menurut mas Faisol Resa itu , tp poinnya itu Negara mengakui ada pelanggaran HAM tp prabowo seolah mengecilkan kasus penculikan itu dgn bilang tendensius dan kata  C'mon ""   makanya Ganjar bila terpilih akan mengadakan pengadilan kasus² HAM itu""",NEGATIF
"@ZulkifliLubis69 @aniesbaswedan @bawaslu_RI @prabowo Yg jadikan bahan tertawaan kan satu Indonesia, bukan Pak Anies, memang bisa laporkan masyarakat satu Indonesia? Logikanya tidak ada unsur yg terpenuhi untuk tuduhan bodoh ini. Bagian apa? Nol besar, seharusnya yg melaporkan, dilaporkan balik agar dipidana sebagai contoh.",NEGATIF
@NenkMonica @Naz_lira Lho bukannya prabowo sendiri yg mempermalukan dirinya sendiri dgn tingkahnya yg absurd gitu ? Dan dia malah senang ditertawai dan pendukungnyapun ikut mentertawai kelakuannya... jadi salahnya dimana ?,NEGATIF
@Ryan_Fighter7 Lebih percaya Anis Muhaimin dari pada Prabowo yg emosian tempramental pelaku pelanggaran HAM,NEGATIF
@AgusYudhoyono @prabowo Bersama Prabowo Indonesia semakin sejahtera,POSITIF
"@kurawa Kalah ya biasa, paling ngga tetap konsisten tidak ada di barisan yang menolak Prabowo jadi Presiden. Ganjar Mahfud!!",NEGATIF
@tjitrosoenarjo1 Kan pertanyaannya setuju gak ada pengadilan HAM masa lalu? Lah malah yg ditanya emosi sendir. Coba tanya begitu ke Anis pasti Anis santai. Emang kenapa Prabowo emosi? Apakah dia pembunuh aktivis itu?,NEGATIF
@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Wowo manusia golongan oportunis. Mendingan opor ayam deh..,NEGATIF
"@liputan6dotcom Keren banget lihat sosok Prabowo, tegasnya kayak kapten yang membawa kapal negeri.",POSITIF
"@BosPurwa Yg tak kalah lebih parah gayanya, ps yg tak suka dengan Prabowo jangan dipilih ""!!   Gaya sombong dan jumawa , 🤨 Allah tak suka dg manusia sombong,""",NEGATIF
"@Maaacaaroni @Linasyafitri_ls @itbfess Realita politik tingkat elite emg jahat kak, bahkan salah satu korban penculikan masuk partai Prabowo, namanya Pius. Tapi bukan berarti Prabowo ga salah, upaya utk mengadili Prabowo sudah lama dilakukan selain daripada pemecatan, tapi memang tidak ada keseriusan pemerintahnya",NEGATIF
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Seorang pelanggar HAM bilang gini wkwkkw kemana aja orang orang yang jadi korban juga udah ga bisa kembali,NEGATIF
"@kiki_daliyo Sudah jelas terlihat kalo Prabowo Bukan Jokowi ,  karena dari sikap dan sifat pun sudah jelas jauh berbeda",POSITIF
@Syarman59 @bawaslu_RI @DivHumas_Polri Dari awal kan pencalonan @gibran_tweet sudah ilegal maka jgn harap @bawaslu_RI bisa netral.. selanjutnya pasangan Prabowo Gibran pasti akan menabrak segala aturan yg berlaku.. jgn heran,NEGATIF
@Beritasatu Oh my God! Prabowo dan Gibran adalah duo yang tak tergantikan! Mereka begitu hebat dan terfokus dalam mengembangkan sumber daya manusia!,POSITIF
"@kiplisardi @ryanednan @Habasuki @Dennysiregar7 Politik itu dinamis, tpi harga diri kita jgn mudah dijual murah. Keluargaku : 2009 tdk dukung mega prabowo krna tdk suka prabowo yg pernah diduga melanggar ham. 2014 sama tdk dukung prabowo 2019 sama tdk dukung prabowo Dan  2024 tetap sma tdk dukung prabowo mau psangan dgn siapun",NEGATIF
"@ch_chotimah2 Wkwkw narasi buzzer Ganjar, Prabowo bukan Jokowi tapi mereka lupa 2 anak  kandung dan mantu Jokowi all in Prabowo wkwkkwkw dan Ganjar juga bukan Jokowi tapi petugas partainya Megawati wkwkwkwk Jokowi pake dasi kuning loh, masa ngg tau? Wkwkwkk",POSITIF
Malu2in prabowo ini dulu dlm debat presiden 2019 jg sama mngatakan TIDAK TAKUT GA PUNYA JABATAN  nyatanya stelah kalah dlm pilpres  malah ngemis2 jdi mentri eh skarang maju capres 2024  malah rakus jabatan pak ..@Fraksi_Gerindra @NasDem @DPP_PKB @GeiszChalifah @budimandjatmiko,NEGATIF
@P4P4B0W0_2024 @prabowo @aniesbaswedan @ganjarpranowo @gibran_tweet @99propaganda @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @are_inismyname @kurawa @seeksixsuck Dulu pernah dukung si wiwo Iki...karena 5tahun Ndak ada prestasi sekarang dukungan pindah ke Anis... pengalaman kemarin nomer urut 2 kalah ini bakal terulang lagi ... Amin,NEGATIF
@BosPurwa Laaah gimana perjuangan prabowo bertahun tahun mengabdi ke rakyat??,POSITIF
"@Maaacaaroni @Linasyafitri_ls @itbfess Aku jg mau nambahin kalo isu penculikan oleh Prabowo ga cuma diteriakin jelang pilpres, tp setiap hari Kamis di depan istana negara di Aksi Kamisan bareng isu pelanggaran HAM lain (65, Paniai, Rumpin, dsb), kakak bisa cek apa itu Aksi Kamisan. Intinya jangan percaya politisi kak",NEGATIF
@Kimberley_2024 Yg jelas Prabowo menikmati pelanggaran Etik itu.,NEGATIF
@Gerindra @prabowo Eh...ada ya Kementerian Pertahanan jadi tukang ledeng.  Hahahaha...,NEGATIF
@KompasTV Akan kontradiktif sekali kalau Bu @susipudjiastuti mendukung capres pelanggar HAM berat dan wapres karbitan hasil pelanggaran etik berat.   Prabowo sudah 3 kali nyalon dan 3 kali ditolak oleh rakyat Indonesia. Kenapa dia begitu bernafsu ingin jadi penguasa?,NEGATIF
@GreatAdjie @Resty_J_Cayah @prabowo Kalo kata orang tua dulu nama ya BOROK SIKUTAN orang yang ngungkit ngungkit apa yang dah dikasih😁😁,NEGATIF
@tempodotco @prabowo Etika debatnya dimna pak bowo kok seperti merendahkan musuh,NEGATIF
@tubanesse_man @Uki23 Itu dia pinter sebetul nya cuman sayarat jadi pendukung Prabowo ya harus bego kita kan 3 merhatikan Prabowo jadi capres ke 4 kali nya juga sama itu itu juga sarat nya Prabowo kalah 3 kali yang ke 4 nya modal muka cor,NEGATIF
"@Reiza_Patters @kanal Loh...loh... Enggak bahaya tah...? Masak Paslon 2 Prabowo-Gibran mencatut nama pesantren?  Dahulukan adab dan etika, gunakan cara-cara yg baik dan diridhoi oleh pemilik semesta.",NEGATIF
@PartaiSocmed Sudah 2x pilih prabowo. Kejelekannya ud kelihatan. Ga mau lagi. Saatnya 01,POSITIF
@makkacucue @Heraloebss Muhammadiyah dukung Prabowo?? Gatal e...,POSITIF
@fadlizon @prabowo @Gerindra ibarat barang pak prabowo ini antik dan langka karena punya ciri khas tersendiri,POSITIF
"kalah telak dari Ganjar-Mahfud di Jawa Tengah, pasca deklarasi angka cenderung naik dari 10,7% jadi 24,6%. Ada kenaikan elektabilitas Prabowo-Gibran di teritori Jawa Tengah, ujar dia. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",POSITIF
Dari dulu memang tidak suka dengan Prabowo Subianto dan Partai Gerindra https://t.co/yWa26JYUi7,NEGATIF
"@CNNIndonesia Pak Prabowo itu kayak pelatih tim nasional, tegas tapi penuh semangat.",POSITIF
@Uki23 Prabowo Gibran menang mutlak,POSITIF
@Fahrihamzah Syarat jdi pendukung Prabowo harus goblok 2,NEGATIF
@Gerindra @prabowo Waduh gak salah kementerian yak??,NEGATIF
"@ArdiansyahIvan @Gus_Raharjo KL jago ngibul kayak Anies lu blhkan ya,janji ga nyalon KL Prabowo nyapres ,eh nyapres,itu penghianat jg tolol,masa lu ga bs bedakan y,ga nyinyir Ama anies lu,tolol akut",NEGATIF
"@ainunnajib @prabowo @aniesbaswedan @ganjarpranowo Prabowo no kritik, beda jauh  sama @ganjarpranowo dan @aniesbaswedan,,",NEGATIF
"@kiki_daliyo Sepakat kalau Gemoy itu hanya kamuflase hanya menutupi sifat yang kasar, dan tempramental nya.  Prabowo bukan Jokowi",POSITIF
Kasian pak Prabowo berjuang sendiri dengan gerindranya sedang partai pendukungnya dan para tokohnya sepertinya sibuk memenangkan pileg sendiri sendiri. Pilpres? Sepertinya masa bodoh. 🫢😄,NEGATIF
"Prabowo Lantik Titiek Soeharto, Ekspresi Didit Viral dan Jadi Sorotan https://t.co/MgnfLWAVnN",POSITIF
#cerita ketakutan saya adalah karena ibarat sebuah perusahaan yg telah dipimipin oleh pak @jokowi secara pembangunan telah ver pondasi dg baik walau secara penegakkan hukum masih banyak ketimpangan. jika akan teruskan oleh pak prabowo yg jelas telah kalah 2x,NEGATIF
"@tvOneNews Abang Prabowo, tolong dong deh, nambah-nambah wawasan biar ga kalah jauh sama si Anis.",NEGATIF
@LOVE_UM4M4 @prabowo @gibran_tweet Semoga yg selalu nyerang keluarga pak Jokowi menanggung malu tapi kalau masih punya rasa malu,NEGATIF
"Prabowo. Dipopulerkan anak muda, DIPAKAI ORANG TUA untuk MENGHAPUS KEJAHATAN HAM masa lalu https://t.co/rR3AjZC5dh",NEGATIF
Prabowo Bukan Jokowi https://t.co/PR9C5S0o3a,POSITIF
"Kiyai, harap maklum, Prabowo memang lebih akrab dengan strategi militer daripada etika sosial @krisnaDJ21 https://t.co/zKwc5mlC0Q",POSITIF
@PartaiSocmed Tapi Prabowo Gibran mendukung kaum non biner itu bener kan??,NEGATIF
@memelord_666666 teruskan fitnahmu min Lumayan lah kan dapat cipratan dari 400 Triliun dana pilpres Prabowo,POSITIF
"@vanc1Bozz @bengkeldodo @mr_banan12 @MariaAlcaff @Muhammad_Saewad @MUIPusat Knp penjilat² dikubu @prabowo jd pd rasis, kok kek gini kali cari uangnya...?  Follower gede tp paok dungu gk ada otak, gk malu udh tua rasis?",NEGATIF
@DediMulyadi71 @prabowo harapanya presiden lebih baik dari pada presiden sekarang dan saya udah gak mau milih yg udah kalah 2x sama pak Jokowi,NEGATIF
"@davidfong_ Ya elah.. dgn @prabowo jadi pura2 gak mau tahu dgn para korban demo KPU Mei 2019, dia sudah menunjukkan laku khianat yg jauh lebih besar lagi! Apalagi ditambahin skrg gandeng cawapres hasil pelanggaran etika berat di lembaga hukum. Pas mantab! Sah nir etika!",NEGATIF
Prabowo Capres tidak punya etika #Muak!!  Tanpa km kasih tau poro yai weruh nek calon pres super sibuk #prabowo_Tempramen,NEGATIF
"@GeiszChalifah normal bagi yang salah dan merasa di sudutkan.  baiknya juga sih @prabowo klo ga bisa bermain secara ksatria dan fair dia balikin jabatan danjen nya, malu sama KOPASANDA / KOPASUS",NEGATIF
"@OfficialDPP_PBB Bapak ini seorang Profesor, tapi kenapa jadi bodoh yah setelah menjadi pendukung prabowo....",NEGATIF
@BosPurwa Ane yg cuma lulusan SMK aja paham yg dimaksud penanya.. walaupun jujur secara pribadi gk ngerti cara ngasih solusinya.. Tapi ngeliat video ini kok Prabowo seperti gk paham apa yg ditanyakan jd jawabnya gk nyambung..,NEGATIF
@NarasiNewsroom Sedih lihat pak Prabowo diperlakukan begitu sama para pendukungnya. Beliau sudah tua dan lelah. 😢😢😢,POSITIF
"Makin jelas karakter asli Prabowo.  Makin menjadi jadi klarifikasi debat, makin blunder TKN krn ternyata elektabilitas diarus bawah makin tergerus, akibat ulah sendiri. Ndasmu Etik!  Mau seberapa besar BANDOS yg di kucurkan TDK akan mampu meredam keinginan Rakyat ingin perubahan",NEGATIF
@andre_rosiade Wow hebat skali argumen anda.seakan2 Prabowo berbuat yg terbaik.jgn anda beralasan Prabowo gabung Jokowi itu demi menjaga keutuhan bangsa.padahal Prabowo sendiri bilang bergabung biar bisnisnya lancar.jgn jual rakyat utk ambisi kalian.rakyat udah cerdas.#KamiMuak,NEGATIF
@Metro_TV @prabowo @aniesbaswedan Dasar tidak punya etika dalam debat,NEGATIF
"@VIVAcoid Masyarakat mendukung penuh Prabowo dan Gibran, karena mereka adalah pilihan yang tepat!",POSITIF
"Padahal yg ditanyain ganjar simple jika anda jadi presiden,apakah akan menegakkan pengadilan HAm?  Tapi koq prabowo jd merasa trtuduh gitu ya😅""",NEGATIF
"@P4P4B0W0_2024 @prabowo @aniesbaswedan @ganjarpranowo @gibran_tweet @99propaganda @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @are_inismyname @kurawa @seeksixsuck Riwayat menculik dan membunuh mahasiswa, sudah tahu wapresnya diangkat dgn melanggar etika dan sekarang pun masih memperlihatkan tabiat suka marah sama lawan debat, mana bisa merajut Persatuan kalau punya tabiat buruk.",NEGATIF
ANCAMAN DIMULAI PADA MEDIA. SELANJUTNYA ANCAMAN PADA RAKYAT  Belum Berkuasa Kelakuan Asli Orde Baru Mulai Dikumandangkan  Benar pidato bu Mega Sukarno Putri tentang kelakuan yg baru berkuasa seperti Orba  Jokowi harus bertanggung jawab atas ancaman Prabowo Capres yg dia dukung 😱,POSITIF
@jokowi Prabowo gibran sama2 cacat etika. Kok ga malu Demokrat dan sby mengusung mereka??,NEGATIF
"@TeddGus Aduh, Prabowo dan Gibran sungguh fenomenal! Dicintai oleh semua kalangan rakyat Indonesia, mereka adalah harapan baru bangsa!",POSITIF
@Ratih_Kusuma60 saat ini prabowo sudah mulai terpengaruh oleh aseng,NEGATIF
@PartaiSocmed @aniesbaswedan Malah prabowo banyak blunder 😰😰😰,NEGATIF
@MadiBros @Gerindra @prabowo Yang punya suara rakyat koq ...kalo memang nggak serius minta suara rakyat merasa paling berkuasa ya sorry aja suara rakyat bukan untuk Paslon 2 yang Sok Jumawa . #AMINAjaDulu #AMINUnggulDebatCapres,NEGATIF
@tvOneNews Melting banget liat kekompakan Pak Prabowo dan Gibran.,POSITIF
"Persib bandung :  Terima kasih bp Prabowo ""  Kapan ini ya 🤔 https://t.co/drhAoiyyYk""",POSITIF
@BosPurwa apa pantas  etika seperti ini yang di bilang baik di tujukan Oleh Pak Prabowo sungguh memalukan dan luar binasanya,NEGATIF
@LSudarmadji @prabowo @gibran_tweet @Projo_Pusat Solo itu berapa orang penduduknya tidak didukong orang solo gak masalah masih banyak yang mendukong,POSITIF
"@AgusYudhoyono @prabowo @PDemokrat Sebagai ketua umum partai,  postingan sudah 16 jam yg lalu,  yang like baru 305, yg Retwer baru 104,,kalah sama akun² kecil bos, pertanyaannya masi banyak yg percaya sama partainya bos?",NEGATIF
@berlianidris Banyak lembaga2 yg didirikan Pak Prabowo namanya Garudayaksa semua 😂 Di komplek rumah saya di sentul ada KB-TK Garudayaksa yg didirikan oleh Yayasan Garudayaksa.,POSITIF
@Uki23 Banyak rakyat yang dukung Prabowo Gibran,POSITIF
@UyokBack @KPU_ID @bawaslu_RI @jokowi @prabowo @gibran_tweet Pesta demokrasi yg gak asyik....,NEGATIF
"@tvOneNews Mau tim lawan menjatuhkan dengan cara apapun, kalo hati rakyat udh memilih pak Prabowo dan mas Gibran, sudah pasti gak akan ada gunanya mereka berbuat begitu",POSITIF
"@PartaiSocmed Janji Prabowo cuma omong kosong doang, kita butuh pemimpin bukan komedian @Santanha_88  Anies DebatCapres Prabowo",NEGATIF
"@bengkeldodo @_NusantaraLand_ @kurawa @seeksixsuck @PartaiSocmed @Ndons_Back @florieliciouss @Partono_ADjem @patriktatang @AndreasSolusi @sutoposolo48098 Beda sama uas dan pak anies. mereka malah meluruskan. Sedangkan zuljas jelas membicarakan ""sangking cintanya ke prabowo"" blablabla. Tobatlah zulhas ini.""",POSITIF
"@Budionotaslim3 @Hasbil_Lbs @aniesbaswedan @prabowo Ava mu sih sudah tua gitu, baru ikutan dan baca baca soal politik yaa??  Gerindra gak punya kader bagus yaa buat jadi Cagub 2017?  Ingat slogan 2014 PDIP menang Jokowi Presiden"" kadang Partai numpang suara ke calon yg diusung.. tuh mirip kejadiannya""",NEGATIF
@bengkeldodo @P4P4B0W0_2024 @AndreasSolusi @Ndons_Back @Alexemeru @AlmaghribiS @Alie_Fahnoor @DediMulyadi71 @Dahnilanzar @AditBandit234 @are_inismyname Ini karena mereka memilih dengan RASA... bukan dengan RASIO..   Mereka meRASA suka  tapi gak MIKIR  siapa Prabowo.   Kenapa..?   Karena mereka tidak terdidik   Mereka bodoh.,NEGATIF
@bengkeldodo @prabowo @gibran_tweet @P4P4B0W0_2024 @Ndons_Back @bentangnegeri @AditBandit234 @Alexemeru @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @AndersonTampu @are_inismyname Menyebar berita negatif hoax fitnah menjatuhkan terus menerus di sampaikan berulang dan berulang pada akhirnya akan diangap biasa yg mendengar bosan. endingnya akan membuat orang lain simpatik kepada yg di pojokkan.,POSITIF
@panca66 @BennyHarmanID Wakil prabowo lolosnya aja udh gk beres masih didukung...,NEGATIF
@Ndons_Back @99propaganda @bengkeldodo @P4P4B0W0_2024 @are_inismyname @Bank_Joee_ @kurawa @AditBandit234 @Alie_Fahnoor @AndreasSolusi @BANGSAygSUJUD pak prabowo pemimpin yg terbaik,POSITIF
"Terima kasih Pak Prabowo, telah mengajarkan bahwa etika sosial bisa dijaga tanpa harus menyentuh tangan orang lain @Mochalisafii3 https://t.co/ESE6Qr8XXV",POSITIF
@VIVAcoid Perkiraan rakyat prabowo kalah,NEGATIF
"@maulanaahmadsi1 @PartBurungGalak Prabowo itu bukan JOKOWI, gibran itu bukan JOKOWI. Prabowo itu manut2 karena ada maunya, karakter prabowo itu pemberontak, selama di TNI dia selalu melawan atasan. JOKOWI tdk jadi presiden dgn apa dia bisa kendalikan PRABOWO? WAPRES kerja klo di perintah PRESIDEN.",NEGATIF
@Uki23 ciyeee yg skrg bela2in Prabowo..ciyeee..nurani sudah tergadai yg bang???gak malu Ama masa lalu ya bang..hahahah..,POSITIF
@Uki23 Bukan orang lain yg bilang ttp barisan anda sendiri yaitu AA dan BS... Pendukung Prabowo itu Bodoh dan gak punya otak... Semakin ke sini kog memang benar...,NEGATIF
@Muhammad_Saewad Silat lidah jagonya. 01 Yang begini nih jago ngeles. Jejak digital masih ada masih mau bicara etika. Makanya Prabowo nyebut namanya..sebenernya dari situ juga seharusnya sudah ngerasa...cuma di tebel tebelin aja mukanya...,NEGATIF
@Melihat_Indo Saya lebih setuju jika yg kalah tetap di luar pemerintahan pengalaman  Prabowo kmrn benar2 salah langkah walau tujuannya baik,POSITIF
@PartaiSocmed Sejujurnya Saya sih harapannya Prabowo Gibran kalah duluan. Biar nanti putaran ke 2 : Anies vs Ganjar. Meskipun melihat survey elektabilitas sepertinya sulit.,NEGATIF
"@MinmonPS7 Sebetulnya sy demen gayanya Prabowo &amp  bapaknya minmon. Di rmh sy juga suka bgt sama istri 😁 Cm kasian Prabowo udh tua, refleknya udah lamban, instuisinya lbh byk dibanding pikirannya. Di + lagi wakilnya itu lho.. ga kebayang rapat kabinet dipimpin sm dia. Bocil songong wkwk 😅",POSITIF
@datuakrajoangek Tega Kao @datuakrajoangek dengan @prabowo. Tak tahu diri Kao @datuakrajoangek dengan @prabowo. Padahal tugas Kao mencebokin Prabowo kalau berak di sembarang tempat 😂😂😂 https://t.co/kClS2rFwXz,NEGATIF
"@PartaiSocmed Jokowi tidak pernah menyatakan dukungan ke Prabowo, ini fitnah atau tuduhan cawe-cawe med?",NEGATIF
@andre_rosiade Abg ini gak usah ngomongnya dipercantik² mungkin abg tetap mendukun pak prabowo karena anda salah satu kader dari partainya coba rakyat biasa seperti kami ini apakah sama apa yang dirasakan dengan bergabung nya tiba² dengan pak pemerintah ?,NEGATIF
@myusufandi70 @yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Jadi walikota Solo saja settingan.dibuat seolah olah ada lawannya.yg tukang jahit...,NEGATIF
@Uki23 Pelitikus ko Gumunan Jokowi Bergumul sama Prabowo aja Seindonesia gada nyang Heran ko Mekmekmek,NEGATIF
@Nikmatul_Sg Walaupun ratu Pantai Selatan ada di kubu Prabowo Gibran kalau mainnya secara jujur adil dan benar ya tetap kalah,NEGATIF
"@msobri99 Lucu banget, jawaban bodoh krn semua rakyat sdh tau perangkat desa itu diundang untuk dukung Prabowo.",POSITIF
"@tvOneNews Giliran terciduk media bisa bisa ngeles, kalau kasar ya kasar. Kalau pemarah ya pemarah, gitu aja kok repot..  Dasar Prabowo Pemarah",NEGATIF
"@savicali Jauh panggang dari api bro, jauh.... Saya yakin, disaat pak Prabowo maasih muda dia akan bisa mengimbangi Jokowi tapi karena usianya sudah tua (72 tahun) tentu daya ingat, kemampuan berfikir dan kemampuan mengolah kalimatnya sudah sangat menurun. Sepantasnya beliau pensiun.",NEGATIF
"@zy_zy_its_me kalo saya jadi prabowo, saya malu sama emak2 yg pernah dukung saya mati2an di 2019",NEGATIF
@kiki_daliyo Punya sipat model kaya gituh. Yang emosional lah hadehhh kaga dah pokonya mah  Prabowo bukan Jokowi,NEGATIF
"@bengkeldodo Aduh, Prabowo dan Gibran adalah pahlawan cinta! Bukti keberhasilan memimpin Solo membuktikan kemampuan mereka dalam merangkul semua golongan hingga tingkat toleransi yang tinggi!",POSITIF
Sudijiwo Tedjo: org yg paling ngga plastik (alias gimmick) itu Prabowo.... Gw: iya. Tmsk ngelucunya. Ngelucu (lwt gemoy) aja dah bikin kuatir. Gokil nih Bowo Itu jg yg mgkn membuat WS. Rendra dukung dia di 2009 dulu. Sementara seniman salon lain spt GM dukung SBY,NEGATIF
@P4P4B0W0_2024 @prabowo @aniesbaswedan lagu2an lu dah kek polower jutaan,POSITIF
@yusufagro @aniesbaswedan @prabowo @AgusYudhoyono @alextham878 @AlmaghribiS @andre_rosiade @Gerindra @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @G0mb4k @Papa_Brewook Wowo sory ye......soryyyyy ye,NEGATIF
"Legacy jokowi memangnya apa mas? Selain dia tidak pernah pro nilai-nilai demokrasi dari ketiganya memenuhi semua unsurnya. Anies dengan jejak intoleransi, Prabowo pelanggar HAM, Ganjar Wadas dan Kendeng.",NEGATIF
@narkosun Hahaha ternyata ketakutan kalah 02..bau amis kalah prabowo,NEGATIF
