full_text,Label
masalahnya saya bingung mau nyerang anies ini dri segi mananya wkwkwk ada siih blunder anies salah milih wakil wkwkwk. tapi ga munafik juga dia butuh suara dan massa pkb dri cak imin. ya wes.,POSITIF
@DPP_PKB @aniesbaswedan @cakimiNOW Sepakat dengan MISI ke-5 Anies @aniesbaswedan Gus Imin @cakimiNow AMIN @DPP_PKB @aniesbaswedan and @cakimiNow,POSITIF
@Daeng_Mandai @tvOneNews Menurutku juga begitu. Simpatisan kaya tergeral sendiri loh jadi bazernya Anies. Sayangkan kalau org cerdas dan layak sbgai pemimpin disia- siakan,POSITIF
@VIVAcoid Pengamat itu pada saat nanti Anies presiden harus segera di bawa ke rumah sakit kejiwaan. Perlu di selamatkan,POSITIF
"Janji palsumu hanya menambah beban rakyatmu, Anies!  ",NEGATIF
@Gerindra Yang pasti stimulasi Anies Baswedan membuat Gerindra berpikir,POSITIF
@ajengcute16__ @aniesbaswedan Ino desak anies forum bebas bisa jd ada pendukung 02 ikut acara dan berteriak 02. Itu sah sj akhirnya suara teriak itu jg capek sendiri. Gak yg mengintimidasi yg berteriak 02 acara aman semua bawa ilmu dan gagasan anies.,POSITIF
@BangPino__ Hebatnya pak Anies dan Gus Imin acara di Banyuwangi memang luar biasa,POSITIF
@rustamaji @kafiradikalis Dulu saya jg pendukung anis bgt. Setelah anis jd pengkhianat g punya integritas dan cuma jadi bonekanya brewok. Malah saya pengen anies kalah.,NEGATIF
@RadioElshinta @LilisRitonga Anies Baswedan - Muhaimin iskandar,POSITIF
@Dennysiregar7 Contoh Pemuja Si Mantan Napi Penista Agama yang masih Gagal Move On ,NEGATIF
@Naz_lira Jakarta provinsi.solo kota.nggk level dibandingkan.pjabatnya sama2 dipilih rakyat.bedanya Anies mandiri nggk nepotisme.sdg yg di solo krn anaknya...,POSITIF
@Kopipait__78 setelah Anies @aniesbaswedan menang si imin @cakimiNOW hrs segera dipecat. Rakyat hrs menuntut itu..!!! krn dia memang bermental cebong biadab pengkhianat rakyat sejati. dia hanya akan menjadi duri dalam daging.,NEGATIF
@daeng_embang Jadi kalah Karena presiden nya Anies,NEGATIF
@kartarahardja Rekam jejak yg bagus. Tapi apa pun kekurangan Anis Baswedan tak akan diakui. Tapi dia puji diri sendiri akhirnyabmakan puji terus dari simpatisan. Kita lihat jakarta tgl 14 februari 2024.,POSITIF
@Arie_Kriting Yg lain cuma gimick anak muda yg cerdas dan pny pemikiran yg kritis pasti pilih no. 1 ... Its about time Indonesia has a world class leader like Pak Anies Baswedan,POSITIF
@sobat_anies Gak pantas jadi Presiden no 2.,POSITIF
@liputan6dotcom Anies Baswedan kampanye Anda bagaikan kembang api kebijakan yang memukau.,POSITIF
@BosPurwa Oh makanya pas Anies jadi gubernur DKI PSI paling vokal kritik semua kebijakan ANIES ternyata oh ternyata,POSITIF
@Jayabay19479190 @ganjarpranowo Percaya sama uban??? Kagak dia 11-12 sama anies. OMONG KOSONG,NEGATIF
@gilang_ahm31272 Hehehe jadi inget bulan Puasa menjelang Lebaran IKLAN KAIN SARUNG FOTO ANIES SAMA CAK IMIN .,POSITIF
@ishqmee @KurniaCute3 Anies sombong tidak mau belajar dari Ahok akhirnya proyek stadion JIS pun gagal. #MulutManisAnies,NEGATIF
@aniesbaswedan Pencitraan terus ya pak Anies dan Cak Imin ini ko bisa pendukungnya percaya sama omongan manis yg gak ada masa depannya,NEGATIF
@VIVAcoid Jawaban Anies bab polusi tentu saja akan gagal dipahami mereka yg daya nalarnya di bawah standar,NEGATIF
@fajarnugros Anies Hebat. Mudah2an jadi presiden kita semua.,POSITIF
"Anies bacod doang kerja sonde becus, Anies pembohong kelas kakap, Anies sonde layak jadi Presiden",NEGATIF
@Noviani1Saputri Janji Anies itu kaya iklan palsu besar tapi bohong.,NEGATIF
@habiburokhman Survey tai kucing...udahlah..pasti kalah kok sama Anies..,NEGATIF
@KompasTV salut banget dengan pak anies selalu memberikan janji dan ditepatinya,POSITIF
Mereka mau menghapus legacy Anis di Jakarta. Utk itu mereka siapkan aturan legal agar Presiden bebas naroh boneka utk mongotak atik keberhasilan Anis.,POSITIF
5 tahun kali Ciliwung mangkrak di tangan Anies,NEGATIF
Anies berujar dirinya dan cawapres nomor urut 1 Muhaimin Iskandar (Gus Imin) membawa visi adil makmur untuk semua bukan hanya adil bagi sebagian orang. Anies juga mengajak para relawan bergerak bersamanya menggaungkan perubahan bisa dumulai dari rumah ke rumah.,POSITIF
@Mayapada0812 @gibran_tweet @Mayapada0812 anies yg kau anggap pintar itu malah milih cawapres ga jelas macam si imin wkwkwkwkwkw,NEGATIF
@jansen_jsp @Petani_Ikan @msaid_didu @PDemokrat Rakyat sekarang tidak akan tertipu dgn survri surveian! Diantara 3 colan Presiden itu hanya satu yang benar2 pantas cerdas dan mampu memimpin babgsa ini cuma no 1. Anies Rasyid Baswedan dan Muhaimin Iskandar. Hanya orang Goblok yg milih wakil Presidennya bocah karbitan,POSITIF
@Nug_Kopites @VIVAcoid Kalo ga salah awal Oktober/November. Ada poster beredar: di satu mesjid di Madura Anies Khotibnya Gus Imin Imam solat jumatnya,POSITIF
@Pakamkalam @Tan_Mar3M @gibran_tweet Lha wong bapak dlm video itu bisa jd presiden periode 1 salah 1 nya sumbangsih p3ncitraan yg dilakukan Anies saat jd junir dl. Omongane anies saat itu empuk manis mengayun indah. Pas saat jd presiden trnyata tdk sesuai yg di citrakan anies. Brrt yg nipu siapa mas? ️,NEGATIF
@sobat_anies Bocah tua nakal ,NEGATIF
@Abdul_Lbss @CoachJustinL Anies mah emang gabisa kerja bisanya cuman bikin JAKI JakLingko Integrasi Transpub Trotoar JIS Formula E Sekolah Zero Carbon Revitalisasi Kota Tua Sumur Resapan Jalur Sepeda JPO DP 0% Kampung Akuarium KJMU 400 taman di jkt dll,NEGATIF
@GianTakeshi87 @KamalS_N @aniesbaswedan @serdaduwarteg @antn_ja Sebetulnya Jakarta dimulai oleh Ahok sudah mempunyai pondasi yang bagus dan Anies cuma melanjutkan serta menambahkan. Ya cuma DP rumah 0% itu tidak terlaksana. Salah ya saya? Sayang Reklamasi harusnya rencana Ahok itu jakarta mempunyai pemasukan yang besar pasti untuk rakyat .,POSITIF
@Muhammad_Saewad Bagi keturunan yaman 🇾🇪sy pastikan anies gk bakalan jd presiden RI klo jadi presiden yaman sudah pasti jadi karena masyarakat Indonesia asli gk mau dipimpin model yaman hny bisa koar** gk jelas namun GOBLOK bekerja. Indonesia udah biasa dijajah oleh siapa aja skr yaman kita lawan,NEGATIF
@Kimberley_2024 Yang dipilih itu Anies Baswedan nya jadi presiden. Bukan pendukungnya yang dipilih ..woyy.. Kami tidak pilih Prabowo karena dulu sudah 2X pilih dia gatot semua terus ngomong segala ga minta ustadz atau KYAI dukung dia.. Bukannya oposisi kok malah kerja sama Jokowi,POSITIF
@DoankWarto Biarlah jakarta saja yg kena siasat jahat Anis jangan sampai Indonesia ...,NEGATIF
@KompasTV Anies Baswedan sudah terkenal dengan kemampuannya dalam debat. gua yakin persiapannya kali ini juga luar biasa,POSITIF
Balik ke 2014 &amp 2019 debat JKW-PS sejatinya boring bgt. Yg satu kelihatan sbg peghapal satunya lg suka ngasal. 2024 yg beda dari PS cuma joged gemoynya doang. Selebihnya sama. GRR? Yah sama kyk bapaknya. Masih sbg penghapal. Dan kali ini lawan debat PS Anies Baswedan! Ngerik!,POSITIF
@Dennysiregar7 Kok tolol.. Anggarannya saja yg dikasih Urusan per sekolah itu beda beda.. dunguuu Dan internet gratis sudah diinisiasi Anies di Jakarta.. kaunya saja yg nggak tau dan nggak mau login... bengak...,NEGATIF
@Muhammad_Saewad Haaaaaaa itu kenapa Gak 100 % sekalian untuk anies biar Jelas klau ni survei Bohong besar ,NEGATIF
Jelas membuat rakyat gusar dan muak. Semakin agresif dan masif rakyat menuntut perubahan. Muncul figur Anies-Muhaimin bersama rakyat terus berjuang keras untuk menghentikan kerusakan bernegara. Anies-Imin konsisten dan melebur bersama jutaan rakyat mengusung gerakan perubahan.,POSITIF
@voiceofpkb Pak Anies @aniesbaswedan dan Gus Imin @cakimiNOW Isnya Allah anti korupsi AMIN #BirokrasiBersihAMIN #AniesMuhaimin2024,POSITIF
@newbiewinbe @gyupuppiy Saya yakin jika anies presiden dia jg bakal blablabla Belum jadi presiden aja udah ngehakimin seseorang atas dasar kelakukan orang lain (Jokowi),NEGATIF
@aniesmania Kapan Anies nyemplung ke pemilih awam? Masih banyak yang belum tersentuh Lo yaa kue pemilih terbesar ini kalau gagal meraup suara di kalangan awam .. jgn berharap bisa menang,NEGATIF
@OssyDermawan @aniesbaswedan Sungguh amat biadab memang perbuatan pendukung Anies Baswedan yg satu ini. Sudah sepatutnya Capres paslon 01 menertibkan para pendukungnya,NEGATIF
@tukangtwittter @Mdy_Asmara1701 Emang gak dpt izin krn anies dan imin pendukung lgbt. Takut ugm jdi sarang lgbt,POSITIF
@IlianaWalz280 @ventaramanda @pandji Lawannya anies ya pasangannya sendiri wkwk,NEGATIF
@indrawan374 @AgusSho62811788 @ganjarpranowo @mohmahfudmd @ArsjadRasjid Kasihan anies-imin cuman jadi penonton penggembira karena cuman nomer buncit gaklolos putaran kedua.,NEGATIF
@nuvosioo @tempodotco Dulu jokowi juga janjiin bikin stadion buat jakarta.. anies pun sama janji nya.. dan kita tau siapa yang jujur dan siapa yang bohong...,NEGATIF
@andre_rosiade Dari semua kontestasi Capres &amp cawapres sudah kami analisa baik dari segi moral intellectual kompetensi hasil kinerja dan rekam jejaknya dari hasil analisa kami maka yg lebih layak dan kompetent untuk memimpin NKRI ke depannya adalah Mas ANIES &amp Cak IMIN udah terbukti &amp Real,POSITIF
@GeiszChalifah Memberikan apresiasi untuk upaya Anies dalam membangun infrastruktur yang ramah disabilitas lansia dan ibu hamil di Jakarta. Semoga terus berlanjut untuk kesejahteraan semua warganya.,POSITIF
@DedenFitri @tempodotco Harusnya yg disurati si Angin Bukan malah nyuratin RI. Goblok itu Malaysia Suruh anies kasi faham bro...,POSITIF
Mas Anies - Cak Imin Pemimpin yang memiliki keberanian mengambil keputusan sulit. #sayaAMIN2024,POSITIF
@mazDa1310 @sobat_anies Maklum udah tua balik lagi kyk anak kecil ,NEGATIF
@yurisarinaa @kurawa Betull emang paling pinter kalo soal bohong si Anies ini,NEGATIF
Oh terus tadi ketemu anaknya Anies Baswedan lucu kali rambutnya kiwil2,POSITIF
@tvOneNews rekam jejak anies: 1. bambu getah getih 2. DP 0 amburadul 3. ITF sunter mangkrak 4. Tranparansi keuangan ala AHOK nol 5. Semua pembangunan di era sebelumnya di abaikan 6. ganti nama: reklamasi rumash sakit 7. pelihara komplotan dalam TGUPP.jumlahnua hmpr 60 PEMBOROSAN ANGGARAN,NEGATIF
@cakimiNOW @IDNTimes @arieputrabn @didietadiputro_ Cak Imin sejak jadi cawapres mas Anies jadi semakin sering muncul di dialog2 yg menguras pemikiran. Mantap Gus rakyat butuh yg calon pemimpin yg begini2..,POSITIF
Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi menyindir program pembuatan sumur resapan yang dijalankan di era Gubernur Anies Baswedan untuk mengatasi banjir di ibu kota. Politikus senior PDI Perjuangan ini pun mempertanyakan efektivitas sumur resapan lantaran sampai saat ini,NEGATIF
@CNNIndonesia Anies udah intelektual bagus. Tapi ini si Imin ngomongnya gak pake otak.,NEGATIF
@ShamsiAli2 Hmmm kebiasaan jiplak program si anies baswedan ini yg berhasail dia yg punya giliran gagal pak beliau cuci tangan lempar ke orang. Wkwkwkwkwkwk,NEGATIF
@KangHogoo @NOTASLIMBOY Anies liberal njir anaknya aja kaga make kerudung wkwkwk,NEGATIF
@kompascom Saya pilih pak Anies Baswedan,POSITIF
Pengamat soroti sikap Anies bawa korban HAM di debat calon presiden #AniesBaswedan #HAM #popularitascom https://t.co/uFgN9Ae0I1,POSITIF
@detikcom pak anies jadikan Jakarta seindah surga duniaa,POSITIF
@kozirama Problem lain anies. Waktu bocor surat hutang 90M ke Sandi. Itu apa bukan transaksi politik? Hutang kok 90M. Kalo kalah pilkada jd hutang Anies. Tapi kalo menang impas. Nenek ompong jg tau pasti dibayar cara lain. Calon lain apa lebih baik? Tdk juga. Tp poinnya Anies culun,NEGATIF
@kudila_ Ya Allah ridhoi lah Pak Anies Baswedan jadi presiden agar sejahtera rakyat Indonesia sehingga tidak perlu mengemis dan sekedar mencari sesuap nasi dengan menjadi buzzer. Amin,POSITIF
@FSutalaksana @GeiszChalifah Memang anies tercipta untuk masalah kok. Ane minggat dr jakarta Karna putus asa ama anies ok=oce bermasalah jis bermasalah lubang tengah jalan beasalah aibon bermasalah formula-e bermasalah rumah dp 0 persen juga bermasalah. Anies busEdan biang masalah,NEGATIF
@OposisiCerdas Pak Anies orang cerdas ngga mungkin kalah debat,POSITIF
Bersama Anies - Cak Imin kita berikan kekuatan pada setiap lapisan masyarakat. #sayaAMIN2024,POSITIF
@DPP_PKB @aniesbaswedan @cakimiNOW Untuk memastikan kebutuhan masyarakat terpenuhi Mas Anies @aniesbaswedan dan Gus Imin @cakimiNOW sepakat bahwa birokrasi bersih profesional dan melayani Rakyat #BirokrasiBersihAMIN #AniesMuhaimin2024,POSITIF
@Floww121 @zuhdi_bzg @nabiylarisfa Yang bawa agama kan pendukungnya bahkan sebenarnya karena ahox yang mulai. Ada tuh waktu debat Anies kritik langsung di depan ahox soal pernyataan rasis dia. Dan Yang penting gimana rekam jejak nya. Jakarta aman guyub. Dapat penghargaan paling toleran.,POSITIF
Demokrasi kita terancam oleh keputusan-keputusan otoriter Anies. Warga negara harus bersatu melawannya.  ,NEGATIF
@dennyindrayana Optimis banget kalo Pak Anies Cak Imin akan menjunjung tinggi keadilan,POSITIF
@geloraco Dua sosok hebat Anies Baswedan dan Gus Muhaimin pintar banget deh! Mereka mahir banget dalam debat dan kritik membangun selalu punya banyak solusi inovatif pasti nggak mau melewatkan debat.,POSITIF
@adearmando61 bohong. anies bilang tidak ada pembahasan apapun dgn timses capres tiba2 kpu main putus sendiri.,NEGATIF
@Chaves1305 Dungu akut..!!!! Searching aja google lu akan temukan semua rekam jejak prestasi paslon. Jgn lupa lihat juga mana yg paling banyak DOSA nya. Beli paket yg banyak kalo ga punya lapor gue. Kalo ada nemu FAKTA Anies pernah culik &amp; bunuh aktivis gue beri Alphard.,NEGATIF
@NoOneevenwantme @BdtFern @Andika93927695 @muchlis_ar Makanya pak anies menyampaikan pilih pemimpin yg serius jadi presiden jg yg jual gimmick,POSITIF
@Hudakeyy @aniesbaswedan mudah mudahan Allah SWT memberikan kemenangan kepada Anies Baswedan untuk memimpin negeri ini dan menjadi pemimpin yang bisa diterima oleh masyarakat manapun di Indonesia maupun dunia internasional,POSITIF
@mardigu024 @ItsWiroi Saya malah kawatir kalau FPI dan ex HTI ndukung Anies maka akan diserang secara masif dg tuduhan politik identitas radikalisme dan intoleransi.,NEGATIF
@narkosun Rakyat cerdas bakal pilih pak Anies Baswedan sebagai tugas dari rakyat bukan petugas dari penguasa buat apa pilih wapres yg gak ada ilmu pengetahuan nya gak bakal bisa berkerja klu gak ada ilmunya waras gak tuh,POSITIF
@voiceofpkb @aniesbaswedan @cakimiNOW Pa Anies @aniesbaswedan dan Gus Imin @cakimiNOW sepakat untuk wujud birokrasi bersih bebas korupsi ️️️️🇮🇩🇮🇩,POSITIF
@Arti_SebuahRasa Woy daniel elu tolol atau apa. Urusannya apa sama Anies? Elu salahin panitia dong yg bawa bocah aulia item jelek bau nista agama lagi. Skrg lo pikir aja. Misal Elu mau kampanye trus panitia bawa penista agama. Emang elu tau tuh bocah mau ngebacot apa. Elu mau ga disalahin? Bego,POSITIF
Seru lah Pilpres 2024 kalo cuma Anies-Imin &amp Ganjar-Mahfud adu gagasannya bisa lebih terasa... Pak Jokowi &amp tokoh2 lain menyaksikan supaya semua berjalan fair riang gembira Tapi nasi udah jadi bubur bahayanya ibu hamil mau dikasih asam sulfat... Kacau,POSITIF
@vic_hasiholan @romeogadungan Bang bahkan yang lu bilang keliatan gak omdo2 bgt itu terlihat sangat omdo. Kasih contoh serealistis apa omongan 2 paslon lainnya sampe cara bicara anies dinilai segitu buruk dengan kinerjanya? jujur gak ada yg lebih bagus. but at least kita bisa liat dr kacamata org normal,NEGATIF
@sanguaking @dodiarisby @PartaiSocmed Goblok karena masih ada yg percaya PDIP atau goblok masih aja terbuai sama omongan ya Anies? Aowkaowak,NEGATIF
@JarnasABWBpn @JarnasBorneo selalu dukung Pak Anies semenjak upgrade DKI jakarta,POSITIF
@voiceofpkb @aniesbaswedan @cakimiNOW Salah satu VISI MISI AMIN @aniesbaswedan @cakimiNOW adalah menyelenggarakan pemerintahan yang berpihak pada rakyat untuk itu pak Anies Baswedan dan Gus Muhaimin ingin menciptakan birokrasi yang profesional dengan program-program selalu menguntungkan bagi rakyat,POSITIF
@NOTASLIMBOY Jatim: Banteng Itu Jatim mana? Seperempat Madura sama 1/4 Probolinggo doang kali kalo Jatim NU insyaAllah udah pasti ke Anies karena cak Imin dgn PKB nya,POSITIF
@EdyKiantolol @AbdulRa31314961 @DevitoDhika Bohong kamu ngarang apa bikin cerita baru orang iq rendah pasti nolak cara cerdas berpikirnya anies. Hhhh,NEGATIF
@parmenbloko @sumirah652 Itu jelas anies yg salah sendiri kenapa menaikkan awalnya cuma 0 85% dan itu menyalahi aturan pemerintah kemudian revisi jadi 5 1%. Gitu kok framing menaikkan signifikan. Kan dodol itu namanya,NEGATIF
@msaid_didu Para relawan Pak Anies Baswedan dan Muhaimin Iskandar saat antusias sekali.... tetap semangat,POSITIF
@DokterTifa @AgusYudhoyono Bodoh gobloccckkk ga cerdas ga bermutu dikira sbg pemimpin muda begitu kiprahnya oo tdk contoh dong nasdem ga buru buru menetapkan cawapres gegara mau ikut jadi pendukung anis ini yg tdk disadari oleh partai demokrat karena baru belajar tolong lain kali hati hati bisa ambyar lho,NEGATIF
Semoga Pak Anies terpilih menjadi presiden pada pemilu 2024 Aamiin Ya Rabbal'alamiin,POSITIF
@ekowboy2 Janji nya Anies ga ada yg masuk akal mending gemoy,NEGATIF
@dillah_gruvy Lihat betapa santainya anies baswedan walaupun ada yg teriak2 paslon 02. Namanya pesta demokrasi itulah yg ada di pikiran anies baswedan. Kita sbg oendukung paslon 01 ttp santai gak mau ambil pusing.,POSITIF
desak anies bakal ada di jakarta ga ya,POSITIF
@PartaiSocmed Udah pada muak semua sama Anies,NEGATIF
@GibranRakabumi Contoh anis pinter debat Pinter gagasan Hasil nya tugu sepatu Tugu bambu Dp 0 sumur resapan.jln sepeda. Malah nambah Ruwet jakarta Petatah jawa rame ing gawe Sepi ing pamrih,NEGATIF
@RickyNSas @dikignwn @AdorkableRacer pantes goblok pendukung anies,NEGATIF
@PDemokrat Capresnya terlalu tua Cawapresnya terlalu muda Tp klo gak dukung terlalu malu utk balik lagi dukung Anies dan terlalu berat utk dukung PDI,NEGATIF
@ardian55750731 @BosPurwa @aniesbaswedan Saya setuju mas cuman saya sempat batin apa benar dia ini pendukung anis atau buzzer Paslon lain yg sedang menyamar sebagai pendukung anies dengan konten² kuno yg diupload biar masyarakat menilai jelek pendukung Anies,POSITIF
@alialhabsyi19 Idih ngarang bebas sendiri. Banyak yang sakit jiwa ya gara2 Demokrat nga dukung Anies hahaha,POSITIF
@memelord_666666 Mendengar Anies rujak wowo semalam bikin pendukungnya hampir mati berdiri buzzer wowo x ni cb menghibur diri akibat asam sulfat bikin otak dangkal,POSITIF
@Uki23 @psi_id Pehina Anis Baswedan menjcalek di jakarta tenggelam kan,POSITIF
@liputan6dotcom Anies Baswedan kampanye Anda membawa nuansa keceriaan yang menyegarkan.,POSITIF
@BangPino__ @aniesbaswedan @cakimiNOW Klu dengar Bang Anies bicara qt kek lgi kuliah aja,POSITIF
