full_text,Label
Banyak yang menganggap Ganjar Pranowo tidak serius dalam menangani masalah kemiskinan.,NEGATIF
dukung sesi debat kemarin suka smile,POSITIF
Zonk... Ganjar pranowo pembohong 😄,NEGATIF
"Yg benar2 pilih Ganjar mungkin cuman 1/4nya, yg lain sudah tahu Ganjar minim prestasi. Terbukti",NEGATIF
inisial ganjar pranowo capres kasus paswordnya ktp,NEGATIF
@SimanjuntakElly @M45Broo Gas terus biar Ganjar makin nyungsep ke Wadas.,POSITIF
"Mengaku Tidak Ada Hubungan Dengan Eko Kuntadhi, Pengamat: Ganjar Pembohong",NEGATIF
Sama Ganjar omong doang apa kabar wkwkwk kartu tani tidak terealisasi banjir sampai sebulan dibanding Anies cuma dua hari saja wkwkwk,NEGATIF
sabar tunggu cerdas ganjar debat,POSITIF
prestasi capres cawapres,NEGATIF
Ayo Suarakan Hati Rakyat dengan memberi dukungan pada Ganjar-Mahfud melalui Polling Berikut https://t.co/Frxltj83Nd,POSITIF
catat eks gubernur jawa ganjar pranowo bangun desa mandiri energi wadas gagal piala dunia,NEGATIF
Ganjar Pranowo dinilai terlalu fokus pada proyek-proyek besar.,NEGATIF
ganjar presiden ganjar presiden ganjar presiden ria masyarakat harap negeri dengar dialog langsung masyarakat ciri capres dukung,NEGATIF
ganjar suka malu maluin,NEGATIF
Ganjar hanya janji manis,NEGATIF
@qiunco2761 Semangat dukung Ganjar Mahfud sampai m3nang,POSITIF
@Dennysiregar7 Bener banget itu alasanku memang untuk mendukung Ganjar Mahfud,POSITIF
pakai aneh ganjar bawa ubah,POSITIF
@Dennysiregar7 wkwkw makin yakin buat pilih Ganjar Mahfud yg selalu apadanya gabanyak drama,POSITIF
Banyak yang merasa Ganjar Pranowo kurang peduli dengan pendidikan.,NEGATIF
Ganjar tidak amanah dan tidak jujur..jangan sampai dipilih..,NEGATIF
Ganjar pembohong 😂😂,NEGATIF
ganjar pranowo maju sebgai capres capres ganjarpilihanrakyat ganjarcapres,POSITIF
@Prihati_utami @gegesddl Pak Ganjar berhasil mengatasi berbagai tantangan dalam melawan korupsi membuktikan bahwa perubahan nyata bisa terjadi dengan tekad dan tindakan. Nusakambangan Penjara Koruptor,POSITIF
debat malam seru sih pasti ganjar pranowo,NEGATIF
"Lah, bukannya Ganjar banyak gimmick juga? Sok nelpon gub daerah lain padahal dia gubernur jateng. gimana sih??? 🤣🤣🤣",NEGATIF
@kompascom tim ganjar mahfud juga orang baik makanya tidak memperbesar masalah,POSITIF
warga wadas realisasi sepenuh ganjar proyek strategis nasional selesai ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja,POSITIF
Ganjar-Mahfud gaspoll,POSITIF
@KataNadiaaa Tega ya ada pemotongan begini. Semoga nanti ketika pak Ganjar Mahfud menang hak2 mereka kembali lagi,POSITIF
"Ganjar gagal paham, putusan MK itu bukan soal penegakan hukum, itu soal aturan main berbangsa dan bernegara, konstitusi.",NEGATIF
"Ya...ya ..Ganjar yg bisa ngatasin banjir Bekasi, sdh terbukti Ganjar....eh Mas Ganjar bisa ngatasin banjir Semarang. Eh...eh...eh...",NEGATIF
@officialinews_ @ganjarpranowo Mari kita dukung terus Ganjar - Mahfud sampe akhir,POSITIF
Kegagalan Ganjar menerima kritik mencerminkan ketidakmauannya melepaskan kekuasaan.,NEGATIF
buset ganjar berani omong ham prab wadas selesai,NEGATIF
Banyak yang merasa Ganjar Pranowo tidak adil dalam kebijakan tenaga kerja.,NEGATIF
"Banyak bukti kecurangan yang justru mengarah ke kubu ganjar, tetapi melempar bola itu ke paslon lain, miris PDIP",NEGATIF
orang enggak tau suruh opini lihat hasil jakarta dengar prestasi disampein ganjar prestasi program menhan gagal,NEGATIF
@SINDOnews All in Ganjar Mahfud,NEGATIF
Ganjar Pranowo kurang memperhatikan aspirasi rakyat.,NEGATIF
@tanyakanrl Hapus mbak saya lagi banyak masalah Kok rohnya betah ya? Kepalanya ganti kepala supra Biarin aja selagi ga dukung ganjar Kalo gini masuk siluman apa yah? Tips punya vibes kaya wanita kurir Sini cerita nanti aku cuekin Siapa yang naroh gawang di sini,NEGATIF
Pidato bernuansa KEPANIKAN dan KEGELISAHAN. Nenek Sadar internalnya sendiri udah Kubu2an. Dan Nenek sadar betul Ganjar Pasti Kalah.. Dan Capresnya pun udah mulai Stresss..,NEGATIF
debat cawapres bahasa inggris caprws debat bahasa inggris ganjar mah jago,NEGATIF
rate debat capres perdana akademisi ganjar minus sambung,NEGATIF
Gapapa asal jangan pilih ganjar,NEGATIF
@Gus_Raharjo No komen lah mending fokus menangkan Ganjar Mahfud karena hanya mereka yang layak jadi pemimpin,NEGATIF
wadas duduk milyuner ganti untung ya ganjar inap wadas minggu ooa ulik nginep malam aceh papua ngekor mana kecuali papua,NEGATIF
Ganjar minim prestasi ( dia cuma menang lomba lari lari) lari dari wadas,NEGATIF
"Satu kata untuk Ganjar ""pembohong""",NEGATIF
@Prihati_utami Seneng banget pastinya klau punya presiden seprti pak ganjar terjun ke lapangan,NEGATIF
tentu rakyat mari ganjar mahmud wujud indonesia maju,NEGATIF
@ekowboy2 Ini hasil survei bohongx agak cerdas tapi pemilih ganjar mahfud gak bisa dibohongi,NEGATIF
kasian ganjar mahfud cuma dapat 5 suara..,NEGATIF
Menurutnya rekam jejak Ganjar-Mahfud sudah teruji https://t.co/4AFrml1Pkl,NEGATIF
ganjar itu hasil atas wadas keren banget deh ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja,NEGATIF
"Ganjar Beri Janji Manis, Emang Uangnya Ada?",NEGATIF
Bukannya Urusin Si Uban nanti kesalip Anies nangis di putaran ke2. 1 Putaran itu target bro.  Suruh lagi Ganjar Dan Mega Puji Jokowi biar pada balik tuh yang kabur 😁😁😁,NEGATIF
@ganjarpranowo Optimis Indonesia bisa maju bersama Ganjar Pranowo,NEGATIF
Ganjar Pranowo sering dikritik karena lambatnya perbaikan infrastruktur.,NEGATIF
blunder tipe ganjar salah kritik,NEGATIF
"MANTAN GUBERNUR PROPINSI TERMISKIN NO.15, GANJAR PRANOWO",NEGATIF
alami ganjar amp publik forum debat pura bodoh maksud gusar dua sebab paslon sasar tembak,NEGATIF
ganjar selesai wadas loh ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja,NEGATIF
@Nusa1945 @aewin86 Anak Kepala Negara kok dibilang melanggar aneh padahal cuma bantu bapaknya yg kebetulan Kepala Negara dan Perintahan bagi Bansos/BLT Pendukung ganjar suka sirik Harusnya ganjar anak Presiden dulu biar bisa bagi-bagi BLT,NEGATIF
Ganjar Pranowo dinilai kurang memperhatikan sektor perikanan.,NEGATIF
"Manipulasi politik PDIP semakin terang-terangan, sampai kapan ini? ",NEGATIF
AK GAK PILIH GANJAR AJG,NEGATIF
sayang arah kesana ditanyain pencawapresan ditanyain ham ditanyain polutan jakarta ganjar nanyain wadas,NEGATIF
@ganjarpranowo Setuju Pak.. Bersama Pak Ganjar Mahfud Indonesia akan terjamin kebebasan beragama dan dimudahkan dalam mendirikan rumah ibadah. Ganjar Mahfud M3nang,POSITIF
ganjar ceria gembira panik gagal putar,POSITIF
@KataNadiaaa Dukungan saya sepenuhnya untuk Pak Ganjar semoga beliau mendapat amanah untuk memimpin Indonesia di masa mendatang,POSITIF
pikir negatif orang beliau orang tua kecuali capres kesan negatif bangsa,POSITIF
@rmol_id Pak ganjar dan pak mahfud emng yg paling ok. M3nangkan no 3,POSITIF
@yusuf_dumdum Mari kita dukung terus Ganjar - Mahfud sampe akhir,POSITIF
suka banget sikap ganjar capres,NEGATIF
@ekokuntadhi1 Sip saya sepakat sama Pak Ganjar semoga beliau menang dah buat koruptor pd ketar ketir,POSITIF
@aktualofficial Ganjar-Mahfud insyaAllah menang satu putaran relawan melakukan hal yang bermanfaat mantap,POSITIF
ganjarsikatkorupsi wadas prestasi ganjar juang ganjar walpun pekerjaanya lanjutgansemuakerja lanjutgansemuamurahogram,POSITIF
Dukungan untuk Ganjar-Mahfud terus mengalir https://t.co/hGjrC58PFy,POSITIF
@ganjarpranowo @mohmahfudmd Kebersamaan masyarakat Pontianak untuk mendukung Pak Ganjar dan Pak Mahfud mencerminkan harapan akan pembangunan yang berkelanjutan.,NEGATIF
@detikcom Ganjar-Mahfud insyaAllah menang satu putaran menghargai pendahulunya dan tidak melupakan sejarah,POSITIF
"Ganjar minim prestasi dan ndk punya gagasan, 2 periode di jateng apa hasilnya",NEGATIF
all ganjar fix debat,POSITIF
bodoh narko narko capresmu ribet urus lawan mboh syarat buzzer nya ganjar ikii peko,POSITIF
Ganjar dan Mahfud berkomitmen untuk memberikan itu. @pearlmilkteapl1 GanjarPranowo Presiden2024 https://t.co/Kx32Jlxt7f,POSITIF
ganjar pranowo pimpin visi bangun sdm kualitas didik capai indonesia emas terobos strategis ganjar,POSITIF
@mbahjhojho Pas ribut UU IKN UU KPK UU OMNIBUS LAW UU KESEHATAN UU MINERBA PROYEK KERETA CEPAT orang2 sok suci itu kemana coba? Pura2 ga liat. Pura2 ga denger. Krn gak mengusik kepentingan mereka. Skg aja pada belingsatan semua gara2 berhala yg mereka puja2 ga dukung Ganjar,NEGATIF
@tvOneNews Makin banyak yg dkung sukses buat capres pak ganjar dan cawapres pak mahfud,NEGATIF
ganjar contoh pimpin jaga damai isu intoleransi gpmmd ende,POSITIF
dukung culik bodoh yetap ganjar,POSITIF
ganjar capres harap masyarakat tengah ganjar dengar aspirasi,POSITIF
Launching LED Ganjar-Mahfud di Jakarta Timur 15 Detik Galakkan Indonesia Lebih Baik https://t.co/sqGfVMnYxs,POSITIF
tega lihat hajar kuat oposisi ganjar hajar ganjar sepakat yuk keroyok true colour ngelantur emotional gagal,NEGATIF
halaahh don nyinyir cari salah orang ganjar biar wadas beranta suka nya joget visi misi nya terang bocil,POSITIF
Hua ha ha... hanya krn gak pilih ganjar trus Orang Solo merasa dikhianati?,NEGATIF
abang jansen ragu nilai pengin sih pakai ukur narasi retorika bobot emosi unggul ganjar gagal nilai,NEGATIF
goreng warung kopi dingin tum bahas wadas segitu info dialog ganjar wadas ganti rugi dan lain goreng,POSITIF
ganjar pintar buka ajak diskusi timpa ektp wadas kendeng,POSITIF
"Ganjar sendiri lho yg mengakui kalo dia gagal mengentaskan kemiskinan di Jateng. Trus sampai purna tugaspun, Jateng tetep menjadi salah satu provinsi termiskin.",NEGATIF
"Puan "" @ganjarpranowo minim prestasi",POSITIF
ingat saudara saudari bangsa tanah air nkri ganjar hidayah barokah izin tuhan yang maha esa pilih ganjar tuhan suka capres legal konstitusional nomor ganjil,POSITIF
all ganjar sih debat bagus,POSITIF
Visi Ganjar-Mahfud sejalan dengan harapan warga DKI Jakarta. @rendangbaby GanjarPranowo Presiden2024 https://t.co/dTtWnkUDHv,POSITIF
@tribunnews Tpi trbukti bhwa pak Ganjar selama menjabat sbg gubernur berusaha mendistribusikan pupuk dg baik dan ya bahkan mendapat penghargaan bahwa Jateng terbaik dlm pengelolaan pupuk bersubsidi.,POSITIF
@KataNadiaaa Klo kaataku sihh yg trpat dkung ganjar mahfud,POSITIF
@ganjarpranowo @novelineputrii @mohmahfudmd kami yakin pak ganjar dan pak mahfud bisa mewujudkan komitmen rakyat,POSITIF
da yang bilang kalau Mas Ganjar itu banyak gimmick.,NEGATIF
"Anjay akun cecinaan juga di mention buzzer pak ganjar 🥺, kupilih pak mahfud tapi klo pairingannya pak ganjar, maaf gak dulu 🙏🏼",NEGATIF
karena ini tentang masa depan Indonesia... dan ini bukan tentang ganjar.. maka jangan pilih ganjar.. done,NEGATIF
ganjarsikatkorupsi lanjutgansemuakerja selesai proyek wadas bukti ganjar pihak rakyat,POSITIF
Minim ilmu PK #Ganjar,NEGATIF
@KataNadiaaa Pemimpin yang merakyat terhadap rakyat pak Ganjar Mahfud adalah calon pemimpin yang tepat,POSITIF
@Dennysiregar7 Bismillah Ganjar Mahfud solusinya keduanya kan sama² teruji dan mumpuni di bidang masing²..,POSITIF
@Gus_Raharjo @ganjarpranowo @mohmahfudmd Hanya ganjar-mahfud yang bisa memberantas KKN.. Semangat terus dukung ganjar-mahfud,POSITIF
@Tita83079013 @mahfud @Ganjar Pasti kalah ini org yg menolak Israel pasti apes,NEGATIF
Jokowi pembohong.. Ganjar pembohong juga..,NEGATIF
ganjar singgung ktp ya kepo klarifikasi nya debatcapres,POSITIF
turun pasang ganjar blunder cak imin kabanyakan nyinyir nyebar janji masuk akal nyinyir kerja wajar dinyinyirin diam timsesnya anak muda nynyir,POSITIF
ganjar giat prakarsa ikat keluarga alumni ika universitas negeri makassar unm gelar sarasehan nasional hadir calon presiden capres dialog demokrasi ekonomi kota makassar,POSITIF
@Yulia_NS79 @dvdjoachim Udh spt orba ngeri Aplg klu bowo menang Demokrasi mati kembali ke 98,POSITIF
ganjar pada habis debat keren,POSITIF
debat malam keren semangat,POSITIF
@Miduk17 Ngimpi boss..?! Koruptor terbanyak dr PDIP pendukung Ganjar Mahmud. Persis sama kayak kampanye Jkw dulu.. buzzerRp trmasuk anda mendengung Koruptor takut Jkw. Faktanya indeks korupsi Indonesia naik. Presiden intervensi KPK. Ketua KPK tersangka.,POSITIF
ganjar menang ubah program sukses,NEGATIF
kombinasi bijak pro rakyat ganjar tegas tangan isu hukum jadi indonesia adil indonesialebihbaik ganjar rsih,POSITIF
@kiki_daliyo Ganjar Tuntaskan IKN akan mendapatkan dukungan banyak dr masyarakat Indonesia,POSITIF
"Banjir kota Semarang,  sepertinya tak ada sentuhan sama sekali dari seorang Ganjar..",NEGATIF
@G4b0nGOKU @islah_bahrawi coba hitung kursi partai2 di DPR yg ga dukung Ganjar sepertinya lebih besar dari yg dukung Ganjar kenapa sekedar ngesahkan RUU Perampasan aset aja ogah.,NEGATIF
9 tahun ini lo kemana aja Gun? Ngapa baru sekarang sok sadar? Ini mah bukan sadar betulan lo kritik Jokowi cuma gegara Jokowi ga dukung Ganjar aja. Lo &amp; barisan lo selama ini memusuhi masy sipil yg mengkritik Jokowi. Munafik lo Gun. 500 orang petugas pemilu 2019 mati. 6 FPI mati,NEGATIF
analisis tarik ario subagyo dominan debat visi misi sikap kalem puji apresiasi masyarakat media sosial modal ganjar,POSITIF
kabar demokrasi survei lsi bongkar potensi curang pilih umum ganjar,POSITIF
"Hahaha banykan blunder si , gini deh hasilnya udh lah pak mahfud pak ganjar siap siap elus dada kalah aja di2024",NEGATIF
ganjar ditanyain wadas senggol pakai umpama kanjuruhan,POSITIF
@HadiPrasod55 Ngapain ngetag saya sih bang? Saya ga dukung Ganjar - Mahfud,NEGATIF
"jokowi pembohong, ganjar pembohong, eehh buzzernya super pembohong",NEGATIF
memed bodoh banget kayak slaah paham ganjar nyingung ham ham,NEGATIF
siap ganjar jelang debat perdana capres cawapres,POSITIF
yang ngga suka ganjar jangan pilih ganjar,NEGATIF
sesi closing statement debat gusar tindak aparat melki ketua bem butet budayawan provokasi,NEGATIF
ganjar untung debat nyenggol wadas,POSITIF
@Gus_Raharjo @ganjarpranowo @mohmahfudmd Menuju Indonesia emas bersama calon pemimpin kita pak Ganjar dan pak mahfud,POSITIF
aduh wadas sih sopan ganjar,POSITIF
buzzer jatuh capres serang negatif hoa rakyat nilai hasil ganjar gubernur jateng periode jateng provinsi miskin jawa umk buruh rendah indonesia,POSITIF
Mega Ganjar pranowo Boikot,NEGATIF
ayo satu suara dukung ganjar indonesia jaya,POSITIF
Ramalan presiden selanjutnya Ganjar Pranowo https://t.co/uKcySZkx5E,POSITIF
curang apa ganjar juang lawan curang copot baliho curang,POSITIF
woi akun buzzer stop cok tag tag saya saya ga dukung ganjar,NEGATIF
@Dennysiregar7 wkwkwkwkwkk Ganjar mau bangun IKN ngimpi elo Den. Bangun jalan di Jateng 10 tahun kabat aja kacau. Bangun jembatan Juwana butuh waktu satu tahun. Dasar keset sepet depan WC kamu Den.,NEGATIF
wadas proyek pusat selesai ganjar,POSITIF
bodoh atur ganjar,POSITIF
@M45Broo Ganjar Mahfud Presiden 2024 Baru Debat Aja Takut Gmn Ngurus Negara ??? BLOON !,NEGATIF
Demokrasi bisa maju kalo gak pilih Ganjar-Mahfud ,NEGATIF
@SINDOnews Bu Yeni aja dukung Ganjar-Mahfud masa kita engga?,POSITIF
Calon Wakil Presiden (Cawapres) nomor urut 3 Mahfud MD menemui ratusan relawan Ganjar-Mahfud yang mayoritas generasi z dan milenial di Bandung Jawa Barat. Kegiatan ini juga sekaligus dalam Momentum Hari Antikorupsi Sedunia. Di depan generasi muda pendukung Ganjar-Mahfud yang https://t.co/74mpqGyoiT,POSITIF
pas mentok rahasia negara ham apa ganjar ajar jual korban ham abai wadas bicara etika debat bahas personal etika dar pintar omong realisasi nol nafsu jatuh orang,POSITIF
ganjar keliling sabang merauke wadas,NEGATIF
aneh asok berita nya muka nya ganjar,POSITIF
sih beliau omong ganjar berani maju benar maju isu nya goreng beliau kubu rival,POSITIF
"Ganjar-Mahfud, gak usah banyak bacot, langsung aksi jujur dan konsisten",NEGATIF
Ada 9 Kiai berpengaruh kawal pasangan Ganjar-Mahfud #LanjutGAN #LanjutGANsemuakerja #LanjutGANsemuamurah #GanjarSikatKorupsi #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik #DebatCapres https://t.co/5SrgAWN9ZB,POSITIF
dukung ganjar pranowo capres ganjarpilihanrakyat ganjarcapres,POSITIF
Deklarasi dukungan untuk Ganjar-Mahfud ratusan dai muda Banten siap konsolidasi pemenangan ke milenial https://t.co/rlHa7Iobem,POSITIF
komitmen ganjar tonggak lawan curang ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja ganjarpresiden,POSITIF
@ganjarpranowo @mohmahfudmd Maju terus pak Ganjar semoga niat baik bapak segera terwujud untuk Indonesia,NEGATIF
@Gus_Raharjo @ganjarpranowo @mohmahfudmd Gasskeeeuunn Ganjar Mahfud teh kudu menangg,POSITIF
adu argumen dukung mudah adu argumen dukung ganjar contoh akun bawah hahahaha mamam tuh blunder parah,NEGATIF
Ganjar: pencitraan max ga jls Ga ada yg mau w pilih,NEGATIF
jangan pilih ganjar,NEGATIF
RELAWAN SOLATA DUKUNG GANJAR-MAHFUD REKAM JEJAK SERTA PENGAMALAM DINILAI TERBAIK https://t.co/fqLOulLy5z,POSITIF
"Jateng itu seperti ini selama kepemimpinan Ganjar Pranowo. Yang ada hanya berprestasi mencetak UMR tersdah se Indonesia  (Gilak,,..!) , masuk golongan dalam propinsi termiskin. Hasil kerja benar benar ZONK, suka Bokep lagi .",NEGATIF
@Melihat_Indo Pokoknya biar lndonesia bisa kembali bangkit dan makin bersatu yakin bersama ganjar mahfud insya allah berhasil,NEGATIF
@ganjarpranowo @mohmahfudmd Semoga terealisasikan dengan sempurna ya pak kami mendukung Ganjar Mahfud,POSITIF
capres basi tua kadaluarsa,NEGATIF
@zxmaverick_ @PartaiSocmed gila ganjar drop banget,POSITIF
asli temenku ngeyel mati jelek ganjar dapat mutu bodoh jelek pintar,NEGATIF
ganjar pasang pandai bicara berani tampil debat warga jawa timur bangga dukung,POSITIF
Perlu di catat...mau di dahsyat kan seperti dan sehebat apapun ganjar pasti kalah.,NEGATIF
orang orang ganjar bersih ktp,POSITIF
wakil ketua tim menang nasional tpn ganjar andi widjajanto buka suara kait wadas anggap rapor merah ganjar pra,POSITIF
@Melihat_Indo Bersama Ganjar Mahfud kita tegak kan hukum dan konstitusi menjaga demokrasi menuju Indonesia unggul,POSITIF
kasihan ganjar bukti serang hormat presiden amp keluarga blunder fatal buzzer,NEGATIF
@BungkusTukang @vanessafemi233 Karena dia kalah ayu dari padamu klo nyerang ganjar &amp; pdip sikat wae kadroenwati kelakuannya goblok permanen sih..,POSITIF
hadir ganjar diskusi interaktif capres kalang alumni universitas negeri makassar cermin komitmen beliau partisipasi dialog,POSITIF
Pembohong seperti gambar bahaya jadi presiden.ektp gambar tahu proses bagi duit dia diam..ganjar pembohong pembohong..orang sumbar yg dukung gambar kurang berita,NEGATIF
apple apple kasihan debat anak ingus lawak,POSITIF
mantap ganjar dukung rakyat,POSITIF
@officialinews_ Dukungan dan doa terbaik buat pak Ganjar Mahfud,POSITIF
capres hadir capres baswedan ganjar pranowo konfirmasi hadir subianto halang,POSITIF
@Twillight_Loid kalo di tiktok ada akun yg membuat narasi adu domba mahfud dan ganjar katanya menang 1 putaran tapi kok takut ya,POSITIF
debat capres menang kalah hebat hebat rakyat nalar hadap orang bodoh fanatik buta orang pintar substansi tema cerdas ganjar debat,POSITIF
survei lpi respons isu buruh ganjar unggul pasang,POSITIF
Ganjar-Mahfud menciptakan energi positif menggugah semangat generasi muda untuk berprestasi. @kinkyeoll GanjarPranowo Presiden2024 https://t.co/pOoaOAUN18,POSITIF
hehe senang wakil watak ganjar satu capres puluh fitnah lawan ganjar amp pdip buzzerrp main ancam takut ancam dukung bandit ham wadas,POSITIF
@semi_sjw @shinynakko @odsandy @PartaiSocmed orang2 banyak yg ga dukung 01 itu bukan karena aniesnya tp banyak yg anti sama amien rais &amp; pks nya. sama kaya orang2 yg ga dukung ganjar karena pdip nya.,NEGATIF
marah henti revisi kpk bawah kepentigan nya mesti kuiiti buzzer arah buka khasus ganjar hahahah aneh buka marah agus incar gganjar,POSITIF
Acara yang ada Ganjar nya pasti selalu berakhir blunder Ganjar Uban bukan Pakde,NEGATIF
pendukung ganjar hina-hina prabowo tapi ketumnya sempet nyapres bareng,NEGATIF
warga miskin fokus utama ganjar adil rasa lapis masyarakat lanjutgan lanjutgansemuakerja lanjutgansemuamurah,POSITIF
ganjar kalah jauh,NEGATIF
wadas ganjar tutup hidung,NEGATIF
@ganjarpranowo Saya ingin wujudkan cita dan mimpi masyarakat bersama ganjar mahfud 2024 presiden,POSITIF
kerja tangerang senang temu ganjar capres,POSITIF
wadas kunci jatuh ganjar tahu minim wadas ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja,POSITIF
ganjar keren capres ganjarpilihanrakyat ganjarcapres,POSITIF
@KontenBerfaedah Selagi ga dukung ganjar biarin aja,NEGATIF
"Bjirr Ganjar mana Ganjar, masa urus banjir aja ga bisa, tapi udah mau jadi presiden😭",POSITIF
kadrun bodoh dukung ganjar bodoh kuadrat,NEGATIF
debat pimpin ganjar jitu warga jawa timur,NEGATIF
kawal ganjar bawa ubah positif tata kelola perintah bangun ekonomi ganjar menang,POSITIF
@ganjarpranowo Coba deh Mas Ganjar pencitraan ke WADAS. Reaksi masyarakat WADAS bagaimana,NEGATIF
